Reaction ID,Reaction Type,Reactant Name 1,Ammount of reactant 1(mmol),Reactant Name 2,Ammount of reactant 2(mmol),Product Name 1,Product Name 2,Product Name 3,Product 1 R or S,Product 2 R or S,Product 3 R or S,Solvent 1,Solvent 2,Solvent Ratio,Solvent 1 ammount(mL),Solvent 2 ammount(mL),Additive 1,Ammount of additive 1,Additive 2,Ammount of additive 2,Additive 1 step 2,Ammount of additive 1 step 2,Additive 2 step 2,Ammount of additive 2 step 2,"Molecular Sieve(3A, 4A, 5A)",Ammount of Molecular Sieve(mg),Pre catalyst 1(True or False),(Pre)Catalyst Name 1,Ligand Name 1,Central Metal of Catalyst 1,Valence of Central Metal 1,Charge of Ligand 1,Ligand 1 Type,Number of Coordination Atoms 1,Type of Coordination Atoms 1,Pre catalyst 2(True or False),(Pre)Catalyst Name 2,Ligand Name 2,Central Metal of Catalyst 2,Valence of Central Metal 2,Charge of Ligand 2,Ligand 2 Type,Number of Coordination Atoms 2,Type of Coordination Atoms 2,Reaction Time/h,Reaction Temperature/C,LED,Reaction Time/h step 2,Reaction Temperature/C step 2,LED step 2,Yield 1,ee 1,Yield 2,ee 2,Yield 3,ee 3,dr 1,dr 2,dr 3,Pressure/atm,S/C 1,S/C 2,L/M 1,L/M 2,Ref.(DOI),pdf name (don't include '.pdf'),"Other information(use ""-"" to split, eg. 'property1-property2')"
11,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(OAc)2,L9,Pd,2,0,,2,"N,O",,,,,,,,,,12,70,,,,,0.96,0.11,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
12,1,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(TFA)2,L8,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.97,0,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
13,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,PdCl2,L8,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.91,0,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
14,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L8,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.65,0.57,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
15,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,Na2CO3,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L8,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.18,0.34,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
16,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K2CO3,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L8,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.25,0.25,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
17,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,Cs2CO3,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L8,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.08,0.07,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
18,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,CsF,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L8,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.29,0.25,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
19,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,TMG,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L8,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.72,0,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
20,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,DBU,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L8,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.62,0,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
21,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,DABCO,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L8,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.26,0,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
22,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,DMF,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L8,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.99,0.03,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
23,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,DMA,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L8,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.99,0.04,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
24,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,THF,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L8,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.62,0.11,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
25,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,HMPA,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L8,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.38,0.16,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
26,1,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L7,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.68,0.13,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
27,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L8,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.68,0.45,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
28,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L10,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.38,0,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
29,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L11,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.68,0.02,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
30,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L12,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.84,0.02,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
