Reaction ID,Reaction Type,Reactant Name 1,Ammount of reactant 1(mmol),Reactant Name 2,Ammount of reactant 2(mmol),Product Name 1,Product Name 2,Product Name 3,Product 1 R or S,Product 2 R or S,Product 3 R or S,Solvent 1,Solvent 2,Solvent Ratio,Solvent 1 ammount(mL),Solvent 2 ammount(mL),Additive 1,Ammount of additive 1,Additive 2,Ammount of additive 2,Additive 1 step 2,Ammount of additive 1 step 2,Additive 2 step 2,Ammount of additive 2 step 2,"Molecular Sieve(3A, 4A, 5A)",Ammount of Molecular Sieve(mg),Pre catalyst 1(True or False),(Pre)Catalyst Name 1,Ligand Name 1,Central Metal of Catalyst 1,Valence of Central Metal 1,Charge of Ligand 1,Ligand 1 Type,Number of Coordination Atoms 1,Type of Coordination Atoms 1,Pre catalyst 2(True or False),(Pre)Catalyst Name 2,Ligand Name 2,Central Metal of Catalyst 2,Valence of Central Metal 2,Charge of Ligand 2,Ligand 2 Type,Number of Coordination Atoms 2,Type of Coordination Atoms 2,Reaction Time/h,Reaction Temperature/C,LED,Reaction Time/h step 2,Reaction Temperature/C step 2,LED step 2,Yield 1,ee 1,Yield 2,ee 2,Yield 3,ee 3,dr 1,dr 2,dr 3,Pressure/atm,S/C 1,S/C 2,L/M 1,L/M 2,Ref.(DOI),pdf name (don't include '.pdf'),"Other information(use ""-"" to split, eg. 'property1-property2')"
21,1,1-(2-methoxyphenyl)ethan-1-one,0.2,2H-chromene,0.3,(S)-1-(2-(chroman-2-yl)-6-methoxyphenyl)ethan-1-one,,,S,,,toluene,,,0.4,,NaBARF,0.02,,,,,,,,,TRUE,[IrCl(cod)]2,(R)-DMsegphos,Ir,1,0,,2,"P,P",,,,,,,,,,48,80,,,,,0.76,0.87,,,,,,,,,20,,1.2,,10.1002_adsc.201801664,10.1002_adsc.201801664,
22,1,1-(thiophen-2-yl)ethan-1-one,0.2,2H-chromene,0.3,(S)-1-(3-(chroman-2-yl)thiophen-2-yl)ethan-1-one,,,S,,,toluene,,,0.4,,NaBARF,0.02,,,,,,,,,TRUE,[IrCl(cod)]2,(R)-DMsegphos,Ir,1,0,,2,"P,P",,,,,,,,,,48,80,,,,,0.66,0.75,,,,,,,,,10,,0.6,,10.1002_adsc.201801664,10.1002_adsc.201801664,
23,1,4-ethylbenzaldehyde,0.2,2H-chromene,0.3,(S)-2-(chroman-2-yl)-4-ethylbenzaldehyde,,,S,,,toluene,,,0.4,,NaBARF,0.02,,,,,,,,,TRUE,[IrCl(cod)]2,(R)-DMsegphos,Ir,1,0,,2,"P,P",,,,,,,,,,48,80,,,,,0.84,0.8,,,,,,,,,20,,1.2,,10.1002_adsc.201801664,10.1002_adsc.201801664,
24,1,4-isopropylbenzaldehyde,0.2,2H-chromene,0.3,(S)-2-(chroman-2-yl)-4-isopropylbenzaldehyde,,,S,,,toluene,,,0.4,,NaBARF,0.02,,,,,,,,,TRUE,[IrCl(cod)]2,(R)-DMsegphos,Ir,1,0,,2,"P,P",,,,,,,,,,48,80,,,,,0.63,0.88,,,,,,,,,20,,1.2,,10.1002_adsc.201801664,10.1002_adsc.201801664,
25,1,"methyl 3',5'-dimethyl-[1,1'-biphenyl]-4-carboxylate",0.2,2H-chromene,0.3,"methyl (S)-3-(chroman-2-yl)-3',5'-dimethyl-[1,1'-biphenyl]-4-carboxylate",,,S,,,toluene,,,0.4,,NaBARF,0.02,,,,,,,,,TRUE,[IrCl(cod)]2,(R)-DMBINAP,Ir,1,0,,2,"P,P",,,,,,,,,,48,80,,,,,0.97,0.53,,,,,,,,,20,,1.2,,10.1002_adsc.201801664,10.1002_adsc.201801664,
26,1,"6-methoxy-3,4-dihydronaphthalen-1(2H)-one",0.2,2H-chromene,0.3,"(S)-8-(chroman-2-yl)-6-methoxy-3,4-dihydronaphthalen-1(2H)-one",,,S,,,toluene,,,0.4,,NaBARF,0.02,,,,,,,,,TRUE,[IrCl(cod)]2,(R)-DMsegphos,Ir,1,0,,2,"P,P",,,,,,,,,,48,80,,,,,0.68,0.9,,,,,,,,,20,,1.2,,10.1002_adsc.201801664,10.1002_adsc.201801664,
27,1,chroman-4-one,0.2,2H-chromene,0.3,"(S)-[2,5'-bichroman]-4'-one",,,S,,,toluene,,,0.4,,NaBARF,0.02,,,,,,,,,TRUE,[IrCl(cod)]2,(R)-DMBINAP,Ir,1,0,,2,"P,P",,,,,,,,,,48,80,,,,,0.96,0.9,,,,,,,,,10,,0.6,,10.1002_adsc.201801664,10.1002_adsc.201801664,
28,1,4H-chromen-4-one,0.2,2H-chromene,0.3,(S)-5-(chroman-2-yl)-4H-chromen-4-one,,,S,,,toluene,,,0.4,,NaBARF,0.02,,,,,,,,,TRUE,[IrCl(cod)]2,(R)-DMBINAP,Ir,1,0,,2,"P,P",,,,,,,,,,48,80,,,,,0.66,0.82,,,,,,,,,10,,0.6,,10.1002_adsc.201801664,10.1002_adsc.201801664,
29,1,1-(4-methoxyphenyl)ethan-1-one,0.2,6-fluorochromane,0.3,(S)-1-(2-(6-fluorochroman-2-yl)-4-methoxyphenyl)ethan-1-one,,,S,,,toluene,,,0.4,,NaBARF,0.02,,,,,,,,,TRUE,[IrCl(cod)]2,(R)-DMsegphos,Ir,1,0,,2,"P,P",,,,,,,,,,48,80,,,,,0.85,0.84,,,,,,,,,20,,1.2,,10.1002_adsc.201801664,10.1002_adsc.201801664,
30,1,1-(4-methoxyphenyl)ethan-1-one,0.2,6-chlorochromane,0.3,(S)-1-(2-(6-chlorochroman-2-yl)-4-methoxyphenyl)ethan-1-one,,,S,,,toluene,,,0.4,,NaBARF,0.02,,,,,,,,,TRUE,[IrCl(cod)]2,(R)-DMsegphos,Ir,1,0,,2,"P,P",,,,,,,,,,48,80,,,,,0.73,0.88,,,,,,,,,20,,1.2,,10.1002_adsc.201801664,10.1002_adsc.201801664,
31,1,1-(4-methoxyphenyl)ethan-1-one,0.2,6-methoxychromane,0.3,(S)-1-(4-methoxy-2-(6-methoxychroman-2-yl)phenyl)ethan-1-one,,,S,,,toluene,,,0.4,,NaBARF,0.02,,,,,,,,,TRUE,[IrCl(cod)]2,(R)-DMsegphos,Ir,1,0,,2,"P,P",,,,,,,,,,48,80,,,,,0.7,0.84,,,,,,,,,20,,1.2,,10.1002_adsc.201801664,10.1002_adsc.201801664,
32,1,1-(4-methoxyphenyl)ethan-1-one,0.2,"6-bromo-5,7-dimethylchromane",0.3,"(S)-1-(2-(6-bromo-5,7-dimethylchroman-2-yl)-4-methoxyphenyl)ethan-1-one",,,S,,,toluene,,,0.4,,NaBARF,0.02,,,,,,,,,TRUE,[IrCl(cod)]2,(R)-DMsegphos,Ir,1,0,,2,"P,P",,,,,,,,,,48,80,,,,,0.77,0.94,,,,,,,,,20,,1.2,,10.1002_adsc.201801664,10.1002_adsc.201801664,
33,1,1-(4-methoxyphenyl)ethan-1-one,0.2,8-fluorochromane,0.3,(S)-1-(2-(8-fluorochroman-2-yl)-4-methoxyphenyl)ethan-1-one,,,S,,,toluene,,,0.4,,NaBARF,0.02,,,,,,,,,TRUE,[IrCl(cod)]2,(R)-DMsegphos,Ir,1,0,,2,"P,P",,,,,,,,,,48,80,,,,,0.97,0.92,,,,,,,,,20,,1.2,,10.1002_adsc.201801664,10.1002_adsc.201801664,
34,1,1-(4-methoxyphenyl)ethan-1-one,0.2,8-methylchromane,0.3,(S)-1-(4-methoxy-2-(8-methylchroman-2-yl)phenyl)ethan-1-one,,,S,,,toluene,,,0.4,,NaBARF,0.02,,,,,,,,,TRUE,[IrCl(cod)]2,(R)-DMsegphos,Ir,1,0,,2,"P,P",,,,,,,,,,48,80,,,,,0.99,0.98,,,,,,,,,20,,1.2,,10.1002_adsc.201801664,10.1002_adsc.201801664,
35,1,1-(4-methoxyphenyl)ethan-1-one,0.2,"2,3-dihydrobenzo[b][1,4]dioxine",0.3,"(R)-1-(2-(2,3-dihydrobenzo[b][1,4]dioxin-2-yl)-4-methoxyphenyl)ethan-1-one",,,R,,,toluene,,,0.4,,NaBARF,0.02,,,,,,,,,TRUE,[IrCl(cod)]2,(R)-DMsegphos,Ir,1,0,,2,"P,P",,,,,,,,,,48,80,,,,,0.89,0.7,,,,,,,,,20,,1.2,,10.1002_adsc.201801664,10.1002_adsc.201801664,
36,1,1-(4-methoxyphenyl)ethan-1-one,0.5,2H-chromene,0.75,(S)-1-(2-(chroman-2-yl)-4-methoxyphenyl)ethan-1-one,,,S,,,toluene,,,1,,NaBARF,0.01,,,,,,,,,TRUE,[IrCl(cod)]2,(R)-DMsegphos,Ir,1,0,,2,"P,P",,,,,,,,,,48,80,,,,,0.79,0.84,,,,,,,,,20,,1.2,,10.1002_adsc.201801664,10.1002_adsc.201801664,
37,4,2-phenylpyridine,0.2,"2,5-dihydrobenzo[b]oxepine",0.3,"2-(2-(2,3,4,5-tetrahydrobenzo[b]oxepin-2-yl)phenyl)pyridine",,,,,,toluene,,,0.4,,NaBARF,0.02,,,,,,,,,TRUE,[IrCl(cod)]2,(R)-DMsegphos,Ir,1,0,,2,"P,P",,,,,,,,,,48,80,,,,,0.54,0.82,,,,,,,,,20,,1.2,,10.1002_adsc.201801664,10.1002_adsc.201801664,
38,4,2-phenylpyridine,0.3,"(Z)-3,4-dihydro-2H-benzo[b]oxocine",0.2,"(Z)-2-(2-(3,4-dihydro-1H-benzo[c]oxocin-3-yl)phenyl)pyridine",,,,,,toluene,,,0.4,,NaBARF,0.02,,,,,,,,,TRUE,[IrCl(cod)]2,(R)-DMsegphos,Ir,1,0,,2,"P,P",,,,,,,,,,72,80,,,,,0.47,0.86,,,,,,,,,20,,0.6,,10.1002_adsc.201801664,10.1002_adsc.201801664,
