,Reactant SMILES,Reactant SMILES_2,Product SMILES,Product SMILES_2,Catalyst SMILES,Ligand SMILES,Solvent SMILES,Solvent SMILES_2,Additive SMILES,Additive SMILES_2,Additive SMILES_s2,Ref.(DOI),pdf name (don't include '.pdf'),L/M 1,S/C 1,Reaction Temperature/C,dr 1,Ammount of additive 1,Product 1 R or S,Ammount of additive 2,"Molecular Sieve(3A, 4A, 5A)",Yield 1,Solvent 1 ammount(mL),Charge of Ligand 1,Type of Coordination Atoms,Central Metal of Catalyst 1,Ligand 1 Type,Number of Coordination Atoms,Ammount of reactant 1(mmol),Ammount of Molecular Sieve(mg),Pre catalyst 1(True or False),Reaction ID,Yield 2,Valence of Central Metal 1,"Other information(use ""-"" to split, eg. 'property1-property2')",Product 2 R or S,Pressure/atm,ee 1,ee 2,Reaction Time/h,Reaction Type,Solvent Ratio,Ammount of reactant 2(mmol)
23,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N(C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[H])[C@H]2[N@@+]([O-])([C@@H](CCC3)[C@@H]3C2)CCC[N@@+]4([O-])[C@@H](C[C@H]5[C@@H]4CCC5)C(N(C6=C(C(C)C)C=C(C(C)C)C=C6C(C)C)[H])=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.67,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,24,0.16,2.0,,R,1,,0.84,48,2,,
24,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=S(C(F)(F)F)([O-])=O.O=S(C(F)(F)F)([O-])=O.[Ni+2],O=C(N(C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[H])[C@H]2[N@@+]([O-])(CCC2)CCC[N@@+]3([O-])[C@@H](CCC3)C(N(C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)[H])=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.66,1.0,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,25,0.2,2.0,,R,1,,0.96,48,2,,
25,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.74,1.0,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,26,0.24,2.0,,R,1,,0.99,48,2,,
26,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.45,0.5,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,27,0.3,2.0,,R,1,,0.99,48,2,,
27,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.54,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,28,0.46,2.0,,R,1,,0.98,48,2,,
28,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.35,0.1,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,29,0.32,2.0,,R,1,0.94,0.98,48,2,,
29,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=CC=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=CC=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.55,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,30,0.37,2.0,,R,1,,0.98,48,2,,
30,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=CC=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=CC=C4C(C)C)=O,CC1=CC=CC=C1,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.98,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,31,NR,2.0,,R,1,,,48,2,,
31,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=CC=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=CC=C4C(C)C)=O,CO,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.98,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,32,NR,2.0,,R,1,,,48,2,,
32,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=CC=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=CC=C4C(C)C)=O,CCCCCC,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.96,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,33,,2.0,,R,1,,,48,2,,
33,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=CC=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=CC=C4C(C)C)=O,CC#N,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.48,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,34,0.37,2.0,,R,1,,0.94,48,2,,
34,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=CC=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=CC=C4C(C)C)=O,O1CCCC1,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.91,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,35,0.07,2.0,,R,1,,0.98,48,2,,
35,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=CC=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=CC=C4C(C)C)=O,CC(Cl)Cl,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.96,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,36,trace,2.0,,R,1,,,48,2,,
36,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,[O-]C([O-])=O.[Cs+].[Cs+],,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.0058,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,37,0.1,2.0,,R,1,,0.17,48,2,,
37,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,[O-]C([O-])=O.[K+].[K+],,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.00032,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,38,0.42,2.0,,R,1,,0.11,48,2,,
38,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,O=P([O-])([O-])[O-].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[K+].[K+].[K+],,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.0068,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,39,0.23,2.0,,R,1,,0.04,48,2,,
39,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,OC([O-])=O.[Na+],,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.45,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,40,0.4,2.0,,R,1,,0.99,48,2,,
40,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CN(C1=CC=NC=C1)C,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.91,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,41,,2.0,,R,1,,,48,2,,
41,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(C(C)C)C(C)C,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.38,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,42,0.44,2.0,,R,1,,0.99,48,2,,
42,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCCCN(CCCC)CCCC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.67,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,43,0.37,2.0,,R,1,,0.99,48,2,,
43,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.47,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,44,0.46,2.0,,R,1,,0.98,48,2,,
44,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCNCC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.19,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,45,,2.0,,R,1,,,48,2,,
45,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CN(CCN(C)C)C,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.8,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,46,,2.0,,R,1,,,48,2,,
46,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,3A MS,0.46,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,20.0,True,47,0.39,2.0,,R,1,,0.98,48,2,,
47,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,4A MS,0.36,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,20.0,True,48,0.48,2.0,,R,1,0.98,0.96,48,2,,
48,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,5A MS,0.34,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,20.0,True,49,0.44,2.0,,R,1,0.97,0.98,48,2,,
49,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,FC(C1=CC(C(F)(F)F)=CC([B-](C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=C1)(F)F.[Na+],,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,0.01,,0.37,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,50,0.46,2.0,,R,1,0.85,0.88,48,2,,
50,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,O=S([N-]S(C(F)(F)F)(=O)=O)(C(F)(F)F)=O.[Li+],,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,0.01,,0.2,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,51,0.47,2.0,,R,1,0.97,0.6,48,2,,
