Reaction ID,Reaction Type,Reactant Name 1,Ammount of reactant 1(mmol),Reactant Name 2,Ammount of reactant 2(mmol),Product Name 1,Product Name 2,Product Name 3,Product 1 R or S,Product 2 R or S,Product 3 R or S,Solvent 1,Solvent 2,Solvent Ratio,Solvent 1 ammount(mL),Solvent 2 ammount(mL),Additive 1,Ammount of additive 1,Additive 2,Ammount of additive 2,Additive 1 step 2,Ammount of additive 1 step 2,Additive 2 step 2,Ammount of additive 2 step 2,"Molecular Sieve(3A, 4A, 5A)",Ammount of Molecular Sieve(mg),Pre catalyst 1(True or False),(Pre)Catalyst Name 1,Ligand Name 1,Central Metal of Catalyst 1,Valence of Central Metal 1,Charge of Ligand 1,Ligand 1 Type,Number of Coordination Atoms 1,Type of Coordination Atoms 1,Pre catalyst 2(True or False),(Pre)Catalyst Name 2,Ligand Name 2,Central Metal of Catalyst 2,Valence of Central Metal 2,Charge of Ligand 2,Ligand 2 Type,Number of Coordination Atoms 2,Type of Coordination Atoms 2,Reaction Time/h,Reaction Temperature/C,LED,Reaction Time/h step 2,Reaction Temperature/C step 2,LED step 2,Yield 1,ee 1,Yield 2,ee 2,Yield 3,ee 3,dr 1,dr 2,dr 3,Pressure/atm,S/C 1,S/C 2,L/M 1,L/M 2,Ref.(DOI),pdf name (don't include '.pdf'),"Other information(use ""-"" to split, eg. 'property1-property2')"
13,4,(1-(but-3-en-1-yl)-1H-indol-3-yl)(4-methoxyphenyl)methanone,0.1,,,"(4-methoxyphenyl)(1-methyl-2,3-dihydro-1H-pyrrolo[1,2-a]indol-9-yl)methanone",,,,,,xylene,,,,,,,,,,,,,,,TRUE,[Ir(cod)2]OTf,SEGPHOS,Ir,1,0,,2,"P,P",,,,,,,,,,4,135,,,,,0.9,0.92,,,,,,,,,10,,1,,10.1002_adsc.201401163,10.1002_adsc.201401163,
14,4,(1-(but-3-en-1-yl)-1H-indol-3-yl)(naphthalen-2-yl)methanone,0.1,,,"(1-methyl-2,3-dihydro-1H-pyrrolo[1,2-a]indol-9-yl)(naphthalen-2-yl)methanone",,,,,,xylene,,,,,,,,,,,,,,,TRUE,[Ir(cod)2]OTf,SEGPHOS,Ir,1,0,,2,"P,P",,,,,,,,,,4,135,,,,,0.97,0.86,,,,,,,,,10,,1,,10.1002_adsc.201401163,10.1002_adsc.201401163,
15,4,(1-(but-3-en-1-yl)-1H-indol-3-yl)(4-methoxyphenyl)methanone,0.1,,,"(4-methoxyphenyl)(1-methyl-2,3-dihydro-1H-pyrrolo[1,2-a]indol-9-yl)methanone",,,,,,xylene,,,,,,,,,,,,,,,TRUE,[Ir(cod)2]OTf,SEGPHOS,Ir,1,0,,2,"P,P",,,,,,,,,,4,120,,,,,0.86,0.98,,,,,,,,,10,,1,,10.1002_adsc.201401163,10.1002_adsc.201401163,
16,4,(1-(but-3-en-1-yl)-1H-indol-3-yl)(4-methoxyphenyl)methanone,0.1,,,"(4-methoxyphenyl)(1-methyl-2,3-dihydro-1H-pyrrolo[1,2-a]indol-9-yl)methanone",,,,,,xylene,,,,,,,,,,,,,,,TRUE,[Ir(cod)2]OTf,SEGPHOS,Ir,1,0,,2,"P,P",,,,,,,,,,4,100,,,,,0.66,0.96,,,,,,,,,10,,1,,10.1002_adsc.201401163,10.1002_adsc.201401163,
17,4,(1-(but-3-en-1-yl)-4-methoxy-1H-indol-3-yl)(4-methoxyphenyl)methanone,0.1,,,"(8-methoxy-1-methyl-2,3-dihydro-1H-pyrrolo[1,2-a]indol-9-yl)(4-methoxyphenyl)methanone",,,,,,xylene,,,,,,,,,,,,,,,TRUE,[Ir(cod)2]OTf,SEGPHOS,Ir,1,0,,2,"P,P",,,,,,,,,,24,120,,,,,0.81,0.91,,,,,,,,,10,,1,,10.1002_adsc.201401163,10.1002_adsc.201401163,
18,4,(1-(but-3-en-1-yl)-5-methoxy-1H-indol-3-yl)(4-methoxyphenyl)methanone,0.1,,,"(7-methoxy-1-methyl-2,3-dihydro-1H-pyrrolo[1,2-a]indol-9-yl)(4-methoxyphenyl)methanone",,,,,,xylene,,,,,,,,,,,,,,,TRUE,[Ir(cod)2]OTf,SEGPHOS,Ir,1,0,,2,"P,P",,,,,,,,,,24,120,,,,,0.7,0.85,,,,,,,,,10,,1,,10.1002_adsc.201401163,10.1002_adsc.201401163,
19,4,(4-bromo-1-(but-3-en-1-yl)-1H-indol-3-yl)(4-methoxyphenyl)methanone,0.1,,,"(8-bromo-1-methyl-2,3-dihydro-1H-pyrrolo[1,2-a]indol-9-yl)(4-methoxyphenyl)methanone",,,,,,xylene,,,,,,,,,,,,,,,TRUE,[Ir(cod)2]OTf,SEGPHOS,Ir,1,0,,2,"P,P",,,,,,,,,,24,120,,,,,,,,,,,,,,,10,,1,,10.1002_adsc.201401163,10.1002_adsc.201401163,
20,4,(5-bromo-1-(but-3-en-1-yl)-1H-indol-3-yl)(4-methoxyphenyl)methanone,0.1,,,"(7-bromo-1-methyl-2,3-dihydro-1H-pyrrolo[1,2-a]indol-9-yl)(4-methoxyphenyl)methanone",,,,,,xylene,,,,,,,,,,,,,,,TRUE,[Ir(cod)2]OTf,SEGPHOS,Ir,1,0,,2,"P,P",,,,,,,,,,24,120,,,,,0.61,0.91,,,,,,,,,10,,1,,10.1002_adsc.201401163,10.1002_adsc.201401163,
21,4,(1-(but-3-en-1-yl)-6-fluoro-1H-indol-3-yl)(4-methoxyphenyl)methanone,0.1,,,"(6-fluoro-1-methyl-2,3-dihydro-1H-pyrrolo[1,2-a]indol-9-yl)(4-methoxyphenyl)methanone",,,,,,xylene,,,,,,,,,,,,,,,TRUE,[Ir(cod)2]OTf,SEGPHOS,Ir,1,0,,2,"P,P",,,,,,,,,,24,120,,,,,0.77,0.97,,,,,,,,,10,,1,,10.1002_adsc.201401163,10.1002_adsc.201401163,
22,4,(1-(but-3-en-1-yl)-7-fluoro-1H-indol-3-yl)(4-methoxyphenyl)methanone,0.1,,,"(5-fluoro-1-methyl-2,3-dihydro-1H-pyrrolo[1,2-a]indol-9-yl)(4-methoxyphenyl)methanone",,,,,,xylene,,,,,,,,,,,,,,,TRUE,[Ir(cod)2]OTf,SEGPHOS,Ir,1,0,,2,"P,P",,,,,,,,,,24,120,,,,,0.81,0.88,,,,,,,,,10,,1,,10.1002_adsc.201401163,10.1002_adsc.201401163,
23,4,(1-(but-3-en-1-yl)-7-methyl-1H-indol-3-yl)(4-methoxyphenyl)methanone,0.1,,,"(1,5-dimethyl-2,3-dihydro-1H-pyrrolo[1,2-a]indol-9-yl)(4-methoxyphenyl)methanone",,,,,,xylene,,,,,,,,,,,,,,,TRUE,[Ir(cod)2]OTf,SEGPHOS,Ir,1,0,,2,"P,P",,,,,,,,,,24,120,,,,,0.68,0.37,,,,,,,,,10,,1,,10.1002_adsc.201401163,10.1002_adsc.201401163,
24,4,(E)-(1-(hex-3-en-1-yl)-1H-indol-3-yl)(4-methoxyphenyl)methanone,0.1,,,"(4-methoxyphenyl)(1-propyl-2,3-dihydro-1H-pyrrolo[1,2-a]indol-9-yl)methanone",,,,,,xylene,,,,,,,,,,,,,,,TRUE,[Ir(cod)2]OTf,SEGPHOS,Ir,1,0,,2,"P,P",,,,,,,,,,24,120,,,,,0.75,0.49,,,,,,,,,10,,1,,10.1002_adsc.201401163,10.1002_adsc.201401163,
25,4,(Z)-(1-(hex-3-en-1-yl)-1H-indol-3-yl)(4-methoxyphenyl)methanone,0.1,,,"(4-methoxyphenyl)(1-propyl-2,3-dihydro-1H-pyrrolo[1,2-a]indol-9-yl)methanone",,,,,,xylene,,,,,,,,,,,,,,,TRUE,[Ir(cod)2]OTf,SEGPHOS,Ir,1,0,,2,"P,P",,,,,,,,,,24,120,,,,,0.81,0.9,,,,,,,,,10,,1,,10.1002_adsc.201401163,10.1002_adsc.201401163,
26,4,(Z)-(1-(hex-3-en-1-yl)-1H-indol-3-yl)(4-methoxyphenyl)methanone,0.1,,,"(4-methoxyphenyl)(1-propyl-2,3-dihydro-1H-pyrrolo[1,2-a]indol-9-yl)methanone",,,,,,xylene,,,,,,,,,,,,,,,TRUE,[Ir(cod)2]OTf,DM-SEGPHOS,Ir,1,0,,2,"P,P",,,,,,,,,,24,120,,,,,0.73,0.93,,,,,,,,,10,,1,,10.1002_adsc.201401163,10.1002_adsc.201401163,
27,4,(Z)-(1-(hex-3-en-1-yl)-1H-indol-3-yl)(4-methoxyphenyl)methanone,0.1,,,"(4-methoxyphenyl)(1-propyl-2,3-dihydro-1H-pyrrolo[1,2-a]indol-9-yl)methanone",,,,,,xylene,,,,,,,,,,,,,,,TRUE,[Ir(cod)2]OTf,xylylBINAP,Ir,1,0,,2,"P,P",,,,,,,,,,24,120,,,,,0.74,0.98,,,,,,,,,10,,1,,10.1002_adsc.201401163,10.1002_adsc.201401163,
28,4,(E)-(4-methoxyphenyl)(1-(4-phenylbut-3-en-1-yl)-1H-indol-3-yl)methanone,,,,"(4-methoxyphenyl)(9-phenyl-6,7,8,9-tetrahydropyrido[1,2-a]indol-10-yl)methanone",,,,,,xylene,,,,,,,,,,,,,,,TRUE,[Ir(cod)2]OTf,SEGPHOS,Ir,1,0,,2,"P,P",,,,,,,,,,24,120,,,,,0.94,0.33,,,,,,,,,10,,1,,10.1002_adsc.201401163,10.1002_adsc.201401163,
29,4,(Z)-(4-methoxyphenyl)(1-(4-phenylbut-3-en-1-yl)-1H-indol-3-yl)methanone,,,,"(4-methoxyphenyl)(9-phenyl-6,7,8,9-tetrahydropyrido[1,2-a]indol-10-yl)methanone",,,,,,xylene,,,,,,,,,,,,,,,TRUE,[Ir(cod)2]OTf,SEGPHOS,Ir,1,0,,2,"P,P",,,,,,,,,,24,120,,,,,0.87,0.74,,,,,,,,,10,,1,,10.1002_adsc.201401163,10.1002_adsc.201401163,
30,4,(Z)-(4-methoxyphenyl)(1-(4-phenylbut-3-en-1-yl)-1H-indol-3-yl)methanone,,,,"(4-methoxyphenyl)(9-phenyl-6,7,8,9-tetrahydropyrido[1,2-a]indol-10-yl)methanone",,,,,,xylene,,,,,,,,,,,,,,,TRUE,[Ir(cod)2]OTf,xylylBINAP,Ir,1,0,,2,"P,P",,,,,,,,,,24,120,,,,,0.98,0.84,,,,,,,,,10,,1,,10.1002_adsc.201401163,10.1002_adsc.201401163,
