Unnamed: 0,Reactant SMILES,Reactant SMILES_2,Product SMILES,Product SMILES_2,Catalyst SMILES,Ligand SMILES,Solvent SMILES,Solvent SMILES_2,Additive SMILES,Additive SMILES_2,Additive SMILES_s2,Yield 2,ee 3,Product 2 R or S,Pre catalyst 2(True or False),Ammount of additive 2,dr 3,Type of Coordination Atoms 2,Additive 2 step 2,L/M 1,L/M 2,Yield 1,Charge of Ligand 2,Ammount of reactant 1(mmol),Central Metal of Catalyst 2,Solvent Ratio,Pressure/atm,S/C 2,Solvent 2 ammount(mL),Valence of Central Metal 1,ee 1,Valence of Central Metal 2,Pre catalyst 1(True or False),Central Metal of Catalyst 1,Ligand Name 2,Ammount of additive 2 step 2,dr 2,Product 3 R or S,"Other information(use ""-"" to split, eg. 'property1-property2')",Reactant Name 2,Ligand 1 Type,Reaction ID,Additive 2,Additive 1 step 2,Reaction Temperature/C step 2,Product Name 2,Product Name 3,Reaction Temperature/C,(Pre)Catalyst Name 2,pdf name (don't include '.pdf'),Solvent 1 ammount(mL),dr 1,S/C 1,Ligand 2 Type,Type of Coordination Atoms 1,Ammount of additive 1 step 2,Reaction Time/h,Number of Coordination Atoms 1,Solvent 2,Ammount of additive 1,ee 2,Ammount of reactant 2(mmol),Reaction Time/h step 2,Product 1 R or S,LED,Number of Coordination Atoms 2,LED step 2,Ammount of Molecular Sieve(mg),Charge of Ligand 1,Reaction Type,Ref.(DOI),Yield 3,"Molecular Sieve(3A, 4A, 5A)"
10,C=CCCn1cc(C(=O)c2ccccc2)c2ccccc21,,CC1CCn2c1c(C(=O)c1ccccc1)c1ccccc12,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.O=S(=O)([O-])C(F)(F)F.[Ir+],c1ccc(P(c2ccccc2)c2ccc3c(c2-c2c(P(c4ccccc4)c4ccccc4)ccc4c2OCO4)OCO3)cc1,Cc1ccc(C)cc1.Cc1cccc(C)c1.Cc1ccccc1C,,,,,,,,,,,,,1,,0.51,,0.1,,,,,,1,0.97,,True,Ir,,,,,,,,11,,,,,,135,,10.1002_adsc.201401163,,,10,,"P,P",,4,2,,,,,,,,,,,0,4,10.1002_adsc.201401163,,
11,C=CCCn1cc(C(=O)c2ccc(Cl)cc2)c2ccccc21,,CC1CCn2c1c(C(=O)c1ccc(Cl)cc1)c1ccccc12,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.O=S(=O)([O-])C(F)(F)F.[Ir+],c1ccc(P(c2ccccc2)c2ccc3c(c2-c2c(P(c4ccccc4)c4ccccc4)ccc4c2OCCO4)OCCO3)cc1,Cc1ccc(C)cc1.Cc1cccc(C)c1.Cc1ccccc1C,,,,,,,,,,,,,1,,0.63,,0.1,,,,,,1,0.92,,True,Ir,,,,,,,,12,,,,,,135,,10.1002_adsc.201401163,,,10,,"P,P",,4,2,,,,,,,,,,,0,4,10.1002_adsc.201401163,,
12,C=CCCn1cc(C(=O)c2ccc(OC)cc2)c2ccccc21,,COc1ccc(C(=O)c2c3n(c4ccccc24)CCC3C)cc1,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.O=S(=O)([O-])C(F)(F)F.[Ir+],c1ccc(P(c2ccccc2)c2ccc3c(c2-c2c(P(c4ccccc4)c4ccccc4)ccc4c2OCO4)OCO3)cc1,Cc1ccc(C)cc1.Cc1cccc(C)c1.Cc1ccccc1C,,,,,,,,,,,,,1,,0.9,,0.1,,,,,,1,0.92,,True,Ir,,,,,,,,13,,,,,,135,,10.1002_adsc.201401163,,,10,,"P,P",,4,2,,,,,,,,,,,0,4,10.1002_adsc.201401163,,
13,C=CCCn1cc(C(=O)c2ccc3ccccc3c2)c2ccccc21,,CC1CCn2c1c(C(=O)c1ccc3ccccc3c1)c1ccccc12,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.O=S(=O)([O-])C(F)(F)F.[Ir+],c1ccc(P(c2ccccc2)c2ccc3c(c2-c2c(P(c4ccccc4)c4ccccc4)ccc4c2OCO4)OCO3)cc1,Cc1ccc(C)cc1.Cc1cccc(C)c1.Cc1ccccc1C,,,,,,,,,,,,,1,,0.97,,0.1,,,,,,1,0.86,,True,Ir,,,,,,,,14,,,,,,135,,10.1002_adsc.201401163,,,10,,"P,P",,4,2,,,,,,,,,,,0,4,10.1002_adsc.201401163,,
14,C=CCCn1cc(C(=O)c2ccc(OC)cc2)c2ccccc21,,COc1ccc(C(=O)c2c3n(c4ccccc24)CCC3C)cc1,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.O=S(=O)([O-])C(F)(F)F.[Ir+],c1ccc(P(c2ccccc2)c2ccc3c(c2-c2c(P(c4ccccc4)c4ccccc4)ccc4c2OCO4)OCO3)cc1,Cc1ccc(C)cc1.Cc1cccc(C)c1.Cc1ccccc1C,,,,,,,,,,,,,1,,0.86,,0.1,,,,,,1,0.98,,True,Ir,,,,,,,,15,,,,,,120,,10.1002_adsc.201401163,,,10,,"P,P",,4,2,,,,,,,,,,,0,4,10.1002_adsc.201401163,,
15,C=CCCn1cc(C(=O)c2ccc(OC)cc2)c2ccccc21,,COc1ccc(C(=O)c2c3n(c4ccccc24)CCC3C)cc1,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.O=S(=O)([O-])C(F)(F)F.[Ir+],c1ccc(P(c2ccccc2)c2ccc3c(c2-c2c(P(c4ccccc4)c4ccccc4)ccc4c2OCO4)OCO3)cc1,Cc1ccc(C)cc1.Cc1cccc(C)c1.Cc1ccccc1C,,,,,,,,,,,,,1,,0.66,,0.1,,,,,,1,0.96,,True,Ir,,,,,,,,16,,,,,,100,,10.1002_adsc.201401163,,,10,,"P,P",,4,2,,,,,,,,,,,0,4,10.1002_adsc.201401163,,
16,C=CCCn1cc(C(=O)c2ccc(OC)cc2)c2c(OC)cccc21,,COc1ccc(C(=O)c2c3n(c4cccc(OC)c24)CCC3C)cc1,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.O=S(=O)([O-])C(F)(F)F.[Ir+],c1ccc(P(c2ccccc2)c2ccc3c(c2-c2c(P(c4ccccc4)c4ccccc4)ccc4c2OCO4)OCO3)cc1,Cc1ccc(C)cc1.Cc1cccc(C)c1.Cc1ccccc1C,,,,,,,,,,,,,1,,0.81,,0.1,,,,,,1,0.91,,True,Ir,,,,,,,,17,,,,,,120,,10.1002_adsc.201401163,,,10,,"P,P",,24,2,,,,,,,,,,,0,4,10.1002_adsc.201401163,,
17,C=CCCn1cc(C(=O)c2ccc(OC)cc2)c2cc(OC)ccc21,,COc1ccc(C(=O)c2c3n(c4ccc(OC)cc24)CCC3C)cc1,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.O=S(=O)([O-])C(F)(F)F.[Ir+],c1ccc(P(c2ccccc2)c2ccc3c(c2-c2c(P(c4ccccc4)c4ccccc4)ccc4c2OCO4)OCO3)cc1,Cc1ccc(C)cc1.Cc1cccc(C)c1.Cc1ccccc1C,,,,,,,,,,,,,1,,0.7,,0.1,,,,,,1,0.85,,True,Ir,,,,,,,,18,,,,,,120,,10.1002_adsc.201401163,,,10,,"P,P",,24,2,,,,,,,,,,,0,4,10.1002_adsc.201401163,,
18,C=CCCn1cc(C(=O)c2ccc(OC)cc2)c2c(Br)cccc21,,COc1ccc(C(=O)c2c3n(c4cccc(Br)c24)CCC3C)cc1,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.O=S(=O)([O-])C(F)(F)F.[Ir+],c1ccc(P(c2ccccc2)c2ccc3c(c2-c2c(P(c4ccccc4)c4ccccc4)ccc4c2OCO4)OCO3)cc1,Cc1ccc(C)cc1.Cc1cccc(C)c1.Cc1ccccc1C,,,,,,,,,,,,,1,,,,0.1,,,,,,1,,,True,Ir,,,,,,,,19,,,,,,120,,10.1002_adsc.201401163,,,10,,"P,P",,24,2,,,,,,,,,,,0,4,10.1002_adsc.201401163,,
19,C=CCCn1cc(C(=O)c2ccc(OC)cc2)c2cc(Br)ccc21,,COc1ccc(C(=O)c2c3n(c4ccc(Br)cc24)CCC3C)cc1,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.O=S(=O)([O-])C(F)(F)F.[Ir+],c1ccc(P(c2ccccc2)c2ccc3c(c2-c2c(P(c4ccccc4)c4ccccc4)ccc4c2OCO4)OCO3)cc1,Cc1ccc(C)cc1.Cc1cccc(C)c1.Cc1ccccc1C,,,,,,,,,,,,,1,,0.61,,0.1,,,,,,1,0.91,,True,Ir,,,,,,,,20,,,,,,120,,10.1002_adsc.201401163,,,10,,"P,P",,24,2,,,,,,,,,,,0,4,10.1002_adsc.201401163,,
20,C=CCCn1cc(C(=O)c2ccc(OC)cc2)c2ccc(F)cc21,,COc1ccc(C(=O)c2c3n(c4cc(F)ccc24)CCC3C)cc1,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.O=S(=O)([O-])C(F)(F)F.[Ir+],c1ccc(P(c2ccccc2)c2ccc3c(c2-c2c(P(c4ccccc4)c4ccccc4)ccc4c2OCO4)OCO3)cc1,Cc1ccc(C)cc1.Cc1cccc(C)c1.Cc1ccccc1C,,,,,,,,,,,,,1,,0.77,,0.1,,,,,,1,0.97,,True,Ir,,,,,,,,21,,,,,,120,,10.1002_adsc.201401163,,,10,,"P,P",,24,2,,,,,,,,,,,0,4,10.1002_adsc.201401163,,
21,C=CCCn1cc(C(=O)c2ccc(OC)cc2)c2cccc(F)c21,,COc1ccc(C(=O)c2c3n(c4c(F)cccc24)CCC3C)cc1,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.O=S(=O)([O-])C(F)(F)F.[Ir+],c1ccc(P(c2ccccc2)c2ccc3c(c2-c2c(P(c4ccccc4)c4ccccc4)ccc4c2OCO4)OCO3)cc1,Cc1ccc(C)cc1.Cc1cccc(C)c1.Cc1ccccc1C,,,,,,,,,,,,,1,,0.81,,0.1,,,,,,1,0.88,,True,Ir,,,,,,,,22,,,,,,120,,10.1002_adsc.201401163,,,10,,"P,P",,24,2,,,,,,,,,,,0,4,10.1002_adsc.201401163,,
22,C=CCCn1cc(C(=O)c2ccc(OC)cc2)c2cccc(C)c21,,COc1ccc(C(=O)c2c3n(c4c(C)cccc24)CCC3C)cc1,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.O=S(=O)([O-])C(F)(F)F.[Ir+],c1ccc(P(c2ccccc2)c2ccc3c(c2-c2c(P(c4ccccc4)c4ccccc4)ccc4c2OCO4)OCO3)cc1,Cc1ccc(C)cc1.Cc1cccc(C)c1.Cc1ccccc1C,,,,,,,,,,,,,1,,0.68,,0.1,,,,,,1,0.37,,True,Ir,,,,,,,,23,,,,,,120,,10.1002_adsc.201401163,,,10,,"P,P",,24,2,,,,,,,,,,,0,4,10.1002_adsc.201401163,,
23,CC/C=C/CCn1cc(C(=O)c2ccc(OC)cc2)c2ccccc21,,CCCC1CCn2c1c(C(=O)c1ccc(OC)cc1)c1ccccc12,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.O=S(=O)([O-])C(F)(F)F.[Ir+],c1ccc(P(c2ccccc2)c2ccc3c(c2-c2c(P(c4ccccc4)c4ccccc4)ccc4c2OCO4)OCO3)cc1,Cc1ccc(C)cc1.Cc1cccc(C)c1.Cc1ccccc1C,,,,,,,,,,,,,1,,0.75,,0.1,,,,,,1,0.49,,True,Ir,,,,,,,,24,,,,,,120,,10.1002_adsc.201401163,,,10,,"P,P",,24,2,,,,,,,,,,,0,4,10.1002_adsc.201401163,,
24,CC/C=C\CCn1cc(C(=O)c2ccc(OC)cc2)c2ccccc21,,CCCC1CCn2c1c(C(=O)c1ccc(OC)cc1)c1ccccc12,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.O=S(=O)([O-])C(F)(F)F.[Ir+],c1ccc(P(c2ccccc2)c2ccc3c(c2-c2c(P(c4ccccc4)c4ccccc4)ccc4c2OCO4)OCO3)cc1,Cc1ccc(C)cc1.Cc1cccc(C)c1.Cc1ccccc1C,,,,,,,,,,,,,1,,0.81,,0.1,,,,,,1,0.9,,True,Ir,,,,,,,,25,,,,,,120,,10.1002_adsc.201401163,,,10,,"P,P",,24,2,,,,,,,,,,,0,4,10.1002_adsc.201401163,,
25,CC/C=C\CCn1cc(C(=O)c2ccc(OC)cc2)c2ccccc21,,CCCC1CCn2c1c(C(=O)c1ccc(OC)cc1)c1ccccc12,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.O=S(=O)([O-])C(F)(F)F.[Ir+],Cc1cc(C)cc(P(c2cc(C)cc(C)c2)c2ccc3c(c2-c2c(P(c4cc(C)cc(C)c4)c4cc(C)cc(C)c4)ccc4c2OCO4)OCO3)c1,Cc1ccc(C)cc1.Cc1cccc(C)c1.Cc1ccccc1C,,,,,,,,,,,,,1,,0.73,,0.1,,,,,,1,0.93,,True,Ir,,,,,,,,26,,,,,,120,,10.1002_adsc.201401163,,,10,,"P,P",,24,2,,,,,,,,,,,0,4,10.1002_adsc.201401163,,
26,CC/C=C\CCn1cc(C(=O)c2ccc(OC)cc2)c2ccccc21,,CCCC1CCn2c1c(C(=O)c1ccc(OC)cc1)c1ccccc12,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.O=S(=O)([O-])C(F)(F)F.[Ir+],Cc1cc(C)cc(P(c2cc(C)cc(C)c2)c2ccc3ccccc3c2-c2c(P(c3cc(C)cc(C)c3)c3cc(C)cc(C)c3)ccc3ccccc23)c1,Cc1ccc(C)cc1.Cc1cccc(C)c1.Cc1ccccc1C,,,,,,,,,,,,,1,,0.74,,0.1,,,,,,1,0.98,,True,Ir,,,,,,,,27,,,,,,120,,10.1002_adsc.201401163,,,10,,"P,P",,24,2,,,,,,,,,,,0,4,10.1002_adsc.201401163,,
27,COc1ccc(C(=O)c2cn(CC/C=C/c3ccccc3)c3ccccc23)cc1,,COc1ccc(C(=O)c2c3n(c4ccccc24)CCCC3c2ccccc2)cc1,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.O=S(=O)([O-])C(F)(F)F.[Ir+],c1ccc(P(c2ccccc2)c2ccc3c(c2-c2c(P(c4ccccc4)c4ccccc4)ccc4c2OCO4)OCO3)cc1,Cc1ccc(C)cc1.Cc1cccc(C)c1.Cc1ccccc1C,,,,,,,,,,,,,1,,0.94,,,,,,,,1,0.33,,True,Ir,,,,,,,,28,,,,,,120,,10.1002_adsc.201401163,,,10,,"P,P",,24,2,,,,,,,,,,,0,4,10.1002_adsc.201401163,,
28,COc1ccc(C(=O)c2cn(CC/C=C\c3ccccc3)c3ccccc23)cc1,,COc1ccc(C(=O)c2c3n(c4ccccc24)CCCC3c2ccccc2)cc1,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.O=S(=O)([O-])C(F)(F)F.[Ir+],c1ccc(P(c2ccccc2)c2ccc3c(c2-c2c(P(c4ccccc4)c4ccccc4)ccc4c2OCO4)OCO3)cc1,Cc1ccc(C)cc1.Cc1cccc(C)c1.Cc1ccccc1C,,,,,,,,,,,,,1,,0.87,,,,,,,,1,0.74,,True,Ir,,,,,,,,29,,,,,,120,,10.1002_adsc.201401163,,,10,,"P,P",,24,2,,,,,,,,,,,0,4,10.1002_adsc.201401163,,
29,COc1ccc(C(=O)c2cn(CC/C=C\c3ccccc3)c3ccccc23)cc1,,COc1ccc(C(=O)c2c3n(c4ccccc24)CCCC3c2ccccc2)cc1,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.O=S(=O)([O-])C(F)(F)F.[Ir+],Cc1cc(C)cc(P(c2cc(C)cc(C)c2)c2ccc3ccccc3c2-c2c(P(c3cc(C)cc(C)c3)c3cc(C)cc(C)c3)ccc3ccccc23)c1,Cc1ccc(C)cc1.Cc1cccc(C)c1.Cc1ccccc1C,,,,,,,,,,,,,1,,0.98,,,,,,,,1,0.84,,True,Ir,,,,,,,,30,,,,,,120,,10.1002_adsc.201401163,,,10,,"P,P",,24,2,,,,,,,,,,,0,4,10.1002_adsc.201401163,,
