Reaction ID,Reaction Type,Reactant Name 1,Ammount of reactant 1(mmol),Reactant Name 2,Ammount of reactant 2(mmol),Product Name 1,Product Name 2,Product Name 3,Product 1 R or S,Product 2 R or S,Product 3 R or S,Solvent 1,Solvent 2,Solvent Ratio,Solvent 1 ammount(mL),Solvent 2 ammount(mL),Additive 1,Ammount of additive 1,Additive 2,Ammount of additive 2,Additive 1 step 2,Ammount of additive 1 step 2,Additive 2 step 2,Ammount of additive 2 step 2,"Molecular Sieve(3A, 4A, 5A)",Ammount of Molecular Sieve(mg),Pre catalyst 1(True or False),(Pre)Catalyst Name 1,Ligand Name 1,Central Metal of Catalyst 1,Valence of Central Metal 1,Charge of Ligand 1,Ligand 1 Type,Number of Coordination Atoms 1,Type of Coordination Atoms 1,Pre catalyst 2(True or False),(Pre)Catalyst Name 2,Ligand Name 2,Central Metal of Catalyst 2,Valence of Central Metal 2,Charge of Ligand 2,Ligand 2 Type,Number of Coordination Atoms 2,Type of Coordination Atoms 2,Reaction Time/h,Reaction Temperature/C,LED,Reaction Time/h step 2,Reaction Temperature/C step 2,LED step 2,Yield 1,ee 1,Yield 2,ee 2,Yield 3,ee 3,dr 1,dr 2,dr 3,Pressure/atm,S/C 1,S/C 2,L/M 1,L/M 2,Ref.(DOI),pdf name (don't include '.pdf'),"Other information(use ""-"" to split, eg. 'property1-property2')"
11,1,1-(3-methylbut-3-en-1-yl)pyridin-2(1H)-one,0.1,,,"(R)-8-methyl-6,7,8,9-tetrahydro-4H-quinolizin-4-one",,,R,,,toluene,,,0.2,,t-BuOK,0.006,,,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,24,80,,,,,0,,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
12,1,1-(3-methylbut-3-en-1-yl)pyridin-2(1H)-one,0.1,,,"(R)-8-methyl-6,7,8,9-tetrahydro-4H-quinolizin-4-one",,,R,,,toluene,,,0.2,,t-BuOK,0.006,MAD,0.04,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,24,80,,,,,0.99,0.96,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
13,1,1-(3-methylbut-3-en-1-yl)pyridin-2(1H)-one,0.1,,,"(R)-8-methyl-6,7,8,9-tetrahydro-4H-quinolizin-4-one",,,R,,,toluene,,,0.2,,t-BuOK,0.006,AlEt3,0.04,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,24,80,,,,,0.99,0.93,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
14,1,1-(3-methylbut-3-en-1-yl)pyridin-2(1H)-one,0.1,,,"(R)-8-methyl-6,7,8,9-tetrahydro-4H-quinolizin-4-one",,,R,,,toluene,,,0.2,,t-BuOK,0.006,AlEt3,0.04,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,24,60,,,,,0.99,0.97,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
15,1,1-(3-methylbut-3-en-1-yl)pyridin-2(1H)-one,0.2,,,"(R)-8-methyl-6,7,8,9-tetrahydro-4H-quinolizin-4-one",,,R,,,toluene,,,0.4,,t-BuOK,0.012,AlEt3,0.08,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,12,60,,,,,0.98,0.97,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
16,1,3-methyl-1-(3-methylbut-3-en-1-yl)pyridin-2(1H)-one,0.2,,,"(R)-3,8-dimethyl-6,7,8,9-tetrahydro-4H-quinolizin-4-one",,,R,,,toluene,,,0.4,,t-BuOK,0.012,AlEt3,0.08,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,12,60,,,,,0.98,0.96,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
17,1,4-methyl-1-(3-methylbut-3-en-1-yl)pyridin-2(1H)-one,0.2,,,"(R)-2,8-dimethyl-6,7,8,9-tetrahydro-4H-quinolizin-4-one",,,R,,,toluene,,,0.4,,t-BuOK,0.012,AlEt3,0.08,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,12,80,,,,,0.99,0.95,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
18,1,5-methyl-1-(3-methylbut-3-en-1-yl)pyridin-2(1H)-one,0.2,,,"(R)-1,8-dimethyl-6,7,8,9-tetrahydro-4H-quinolizin-4-one",,,R,,,toluene,,,0.4,,t-BuOK,0.012,AlEt3,0.08,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,12,60,,,,,0.93,0.99,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
19,1,5-fluoro-1-(3-methylbut-3-en-1-yl)pyridin-2(1H)-one,0.2,,,"(R)-1-fluoro-8-methyl-6,7,8,9-tetrahydro-4H-quinolizin-4-one",,,R,,,toluene,,,0.4,,t-BuOK,0.012,,,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,12,60,,,,,0.9,0.95,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
20,1,1-(3-methylbut-3-en-1-yl)-3-(trifluoromethyl)pyridin-2(1H)-one,0.2,,,"(R)-8-methyl-3-(trifluoromethyl)-6,7,8,9-tetrahydro-4H-quinolizin-4-one",,,R,,,toluene,,,0.4,,t-BuOK,0.012,AlEt3,0.08,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,12,80,,,,,0.85,0.95,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
21,1,1-(3-methylbut-3-en-1-yl)-5-(trifluoromethyl)pyridin-2(1H)-one,0.2,,,"(R)-8-methyl-1-(trifluoromethyl)-6,7,8,9-tetrahydro-4H-quinolizin-4-one",,,R,,,toluene,,,0.4,,t-BuOK,0.012,AlEt3,0.08,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,24,100,,,,,0.51,0.94,,,,,,,,,10,,0.2,,10.1002_adsc.201901582,10.1002_adsc.201901582,
22,1,2-(3-methylbut-3-en-1-yl)isoquinolin-1(2H)-one,0.2,,,"(R)-2-methyl-1,2,3,4-tetrahydro-6H-pyrido[1,2-b]isoquinolin-6-one",,,R,,,toluene,,,0.4,,t-BuOK,0.012,AlEt3,0.08,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,12,60,,,,,0.99,0.95,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
23,1,2-(3-phenylbut-3-en-1-yl)isoquinolin-1(2H)-one,0.2,,,"(R)-2-phenyl-1,2,3,4-tetrahydro-6H-pyrido[1,2-b]isoquinolin-6-one",,,R,,,toluene,,,0.4,,t-BuOK,0.012,AlEt3,0.08,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,12,80,,,,,0.98,0.93,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
24,1,1-(3-phenylbut-3-en-1-yl)pyridin-2(1H)-one,0.2,,,"(R)-8-phenyl-6,7,8,9-tetrahydro-4H-quinolizin-4-one",,,R,,,toluene,,,0.4,,t-BuOK,0.012,AlEt3,0.08,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,12,60,,,,,0.99,0.96,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
25,1,1-(3-(4-methoxyphenyl)but-3-en-1-yl)pyridin-2(1H)-one,0.2,,,"(R)-8-(4-methoxyphenyl)-6,7,8,9-tetrahydro-4H-quinolizin-4-one",,,R,,,toluene,,,0.4,,t-BuOK,0.012,AlEt3,0.08,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,12,80,,,,,0.93,0.94,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
26,1,1-(3-(4-(trifluoromethyl)phenyl)but-3-en-1-yl)pyridin-2(1H)-one,0.2,,,"(R)-8-(4-(trifluoromethyl)phenyl)-6,7,8,9-tetrahydro-4H-quinolizin-4-one",,,R,,,toluene,,,0.4,,t-BuOK,0.012,AlEt3,0.16,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,12,80,,,,,0.6,0.97,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
27,1,ethyl 4-(4-(2-oxopyridin-1(2H)-yl)but-1-en-2-yl)benzoate,0.2,,,"ethyl (R)-4-(6-oxo-1,3,4,6-tetrahydro-2H-quinolizin-2-yl)benzoate",,,R,,,toluene,,,0.4,,t-BuOK,0.012,AlEt3,0.08,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,12,80,,,,,0.53,0.97,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
28,1,1-(3-(thiophen-3-yl)but-3-en-1-yl)pyridin-2(1H)-one,0.2,,,"(R)-8-(thiophen-3-yl)-6,7,8,9-tetrahydro-4H-quinolizin-4-one",,,R,,,toluene,,,0.4,,t-BuOK,0.012,AlEt3,0.16,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,12,80,,,,,0.78,0.95,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
29,1,"1-(3-(benzo[d][1,3]dioxol-5-yl)but-3-en-1-yl)pyridin-2(1H)-one",0.2,,,"(R)-8-(benzo[d][1,3]dioxol-5-yl)-6,7,8,9-tetrahydro-4H-quinolizin-4-one",,,R,,,toluene,,,0.4,,t-BuOK,0.012,AlEt3,0.08,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,12,80,,,,,0.9,0.92,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
30,1,3-methyl-1-(3-phenylbut-3-en-1-yl)pyridin-2(1H)-one,0.2,,,"(R)-3-methyl-8-phenyl-6,7,8,9-tetrahydro-4H-quinolizin-4-one",,,R,,,toluene,,,0.4,,t-BuOK,0.012,AlEt3,0.08,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,12,60,,,,,0.98,0.98,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
31,1,1-(3-(cyclohex-1-en-1-yl)but-3-en-1-yl)pyridin-2(1H)-one,0.2,,,"(R)-8-(cyclohex-1-en-1-yl)-6,7,8,9-tetrahydro-4H-quinolizin-4-one",,,R,,,toluene,,,0.4,,t-BuOK,0.012,AlEt3,0.08,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,12,80,,,,,0.99,0.97,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
32,1,1-(4-phenylpent-4-en-1-yl)pyridin-2(1H)-one,0.2,,,"(R)-9-phenyl-7,8,9,10-tetrahydropyrido[1,2-a]azepin-4(6H)-one",,,R,,,toluene,,,0.4,,t-BuOK,0.012,AlEt3,0.16,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,48,40,,,,,0.85,0.81,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
33,1,1-(3-methylbut-3-en-1-yl)pyridin-2(1H)-one,8,,,"(R)-8-methyl-6,7,8,9-tetrahydro-4H-quinolizin-4-one",,,R,,,toluene,,,16,,t-BuOK,0.48,AlEt3,3.2,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,48,80,,,,,0.95,0.93,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
34,1,1-(3-methylbut-3-en-1-yl)quinolin-4(1H)-one,0.2,,,"(R)-3-methyl-1,2,3,4-tetrahydro-6H-pyrido[1,2-a]quinolin-6-one",,,R,,,toluene,,,0.4,,t-BuOK,0.012,AlEt3,0.16,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,48,40,,,,,0.99,0.92,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
35,1,1-(3-methylbut-3-en-1-yl)quinazolin-4(1H)-one,0.2,,,"(R)-3-methyl-1,2,3,4-tetrahydro-6H-pyrido[1,2-a]quinazolin-6-one",,,R,,,toluene,,,0.4,,t-BuOK,0.012,AlEt3,0.16,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,24,100,,,,,0.9,0.73,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
36,1,1-(3-phenylbut-3-en-1-yl)quinazolin-4(1H)-one,0.2,,,"(R)-3-phenyl-1,2,3,4-tetrahydro-6H-pyrido[1,2-a]quinazolin-6-one",,,R,,,toluene,,,0.4,,t-BuOK,0.012,AlEt3,0.16,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,24,100,,,,,0.85,0.76,,,,,,,,,10,,0.2,,10.1002_adsc.201901582,10.1002_adsc.201901582,
37,1,6-methyl-1-(3-methylbut-3-en-1-yl)pyrimidin-4(1H)-one,0.2,,,"(R)-4,8-dimethyl-6,7,8,9-tetrahydro-2H-pyrido[1,2-a]pyrimidin-2-one",,,R,,,toluene,,,0.4,,t-BuOK,0.012,AlEt3,0.16,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,24,100,,,,,0.6,0.64,,,,,,,,,10,,0.2,,10.1002_adsc.201901582,10.1002_adsc.201901582,
38,1,"1,3-bis(3-methylbut-3-en-1-yl)pyrimidine-2,4(1H,3H)-dione",0.2,,,"(R)-6-methyl-2-(3-methylbut-3-en-1-yl)-5,6,7,8-tetrahydro-1H-pyrido[1,2-c]pyrimidine-1,3(2H)-dione",,,R,,,toluene,,,0.4,,t-BuOK,0.012,AlMe3,0.08,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,36,80,,,,,0.93,0.93,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
39,1,1-(3-methylbut-3-en-1-yl)pyridin-2(1H)-one-6-d,0.087,,,"(R)-8-methyl-6,7,8,9-tetrahydro-4H-quinolizin-4-one-8-d",,,R,,,toluene,,,0.2,,t-BuOK,0.006,AlEt3,0.04,,,,,,,TRUE,Ni(cod)2,L3,Ni,0,0,,1,C,,,,,,,,,,12,60,,,,,0.9,0.97,,,,,,,,,50,,1,,10.1002_adsc.201901582,10.1002_adsc.201901582,
