,Reactant SMILES,Reactant SMILES_2,Product SMILES,Product SMILES_2,Catalyst SMILES,Ligand SMILES,Solvent SMILES,Solvent SMILES_2,Additive SMILES,Additive SMILES_2,Additive SMILES_s2,Ref.(DOI),LED step 2,Number of Coordination Atoms 1,pdf name (don't include '.pdf'),L/M 1,S/C 1,Reaction Temperature/C step 2,Reaction Temperature/C,Ligand Name 2,Yield 3,dr 3,Central Metal of Catalyst 2,dr 1,Ligand 2 Type,Product Name 3,Additive 2 step 2,Ammount of additive 1,Product 1 R or S,ee 3,Ammount of additive 2,(Pre)Catalyst Name 2,"Molecular Sieve(3A, 4A, 5A)",Yield 1,Solvent 1 ammount(mL),Charge of Ligand 1,Charge of Ligand 2,Ammount of additive 1 step 2,Central Metal of Catalyst 1,Ligand 1 Type,Pre catalyst 2(True or False),Ammount of reactant 1(mmol),Ammount of Molecular Sieve(mg),Reaction Time/h,LED,Pre catalyst 1(True or False),dr 2,Reaction ID,Yield 2,Valence of Central Metal 1,"Other information(use ""-"" to split, eg. 'property1-property2')",Product 2 R or S,Solvent 2 ammount(mL),Type of Coordination Atoms 1,L/M 2,Pressure/atm,Number of Coordination Atoms 2,Valence of Central Metal 2,Type of Coordination Atoms 2,Reaction Time/h step 2,ee 1,S/C 2,Ammount of additive 2 step 2,ee 2,Reaction Type,Product 3 R or S,Solvent Ratio,Ammount of reactant 2(mmol)
10,O=C1C=CC=CN1CCC(C)=C,,O=C1C=CC=C2N1CC[C@@H](C)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,80,,,,,,,,,0.006,R,,,,,0.0,0.2,0,,,Ni,,,0.1,,24,,True,,11,,0,,,,C,,,,,,,,,,,1,,,
11,O=C1C=CC=CN1CCC(C)=C,,O=C1C=CC=C2N1CC[C@@H](C)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],C[Al](OC1=C(C(C)(C)C)C=C(C)C=C1C(C)(C)C)OC2=C(C(C)(C)C)C=C(C)C=C2C(C)(C)C,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,80,,,,,,,,,0.006,R,,0.04,,,0.99,0.2,0,,,Ni,,,0.1,,24,,True,,12,,0,,,,C,,,,,,,0.96,,,,1,,,
12,O=C1C=CC=CN1CCC(C)=C,,O=C1C=CC=C2N1CC[C@@H](C)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,80,,,,,,,,,0.006,R,,0.04,,,0.99,0.2,0,,,Ni,,,0.1,,24,,True,,13,,0,,,,C,,,,,,,0.93,,,,1,,,
13,O=C1C=CC=CN1CCC(C)=C,,O=C1C=CC=C2N1CC[C@@H](C)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,60,,,,,,,,,0.006,R,,0.04,,,0.99,0.2,0,,,Ni,,,0.1,,24,,True,,14,,0,,,,C,,,,,,,0.97,,,,1,,,
14,O=C1C=CC=CN1CCC(C)=C,,O=C1C=CC=C2N1CC[C@@H](C)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,60,,,,,,,,,0.012,R,,0.08,,,0.98,0.4,0,,,Ni,,,0.2,,12,,True,,15,,0,,,,C,,,,,,,0.97,,,,1,,,
15,C=C(C)CCN1C=CC=C(C)C1=O,,O=C1C(C)=CC=C2N1CC[C@@H](C)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,60,,,,,,,,,0.012,R,,0.08,,,0.98,0.4,0,,,Ni,,,0.2,,12,,True,,16,,0,,,,C,,,,,,,0.96,,,,1,,,
16,C=C(C)CCN1C=CC(C)=CC1=O,,O=C1C=C(C)C=C2N1CC[C@@H](C)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,80,,,,,,,,,0.012,R,,0.08,,,0.99,0.4,0,,,Ni,,,0.2,,12,,True,,17,,0,,,,C,,,,,,,0.95,,,,1,,,
17,C=C(C)CCN1C=C(C)C=CC1=O,,O=C1C=CC(C)=C2N1CC[C@@H](C)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,60,,,,,,,,,0.012,R,,0.08,,,0.93,0.4,0,,,Ni,,,0.2,,12,,True,,18,,0,,,,C,,,,,,,0.99,,,,1,,,
18,C=C(C)CCN1C=C(F)C=CC1=O,,O=C1C=CC(F)=C2N1CC[C@@H](C)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,60,,,,,,,,,0.012,R,,,,,0.9,0.4,0,,,Ni,,,0.2,,12,,True,,19,,0,,,,C,,,,,,,0.95,,,,1,,,
19,C=C(C)CCN1C=CC=C(C(F)(F)F)C1=O,,O=C1C(C(F)(F)F)=CC=C2N1CC[C@@H](C)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,80,,,,,,,,,0.012,R,,0.08,,,0.85,0.4,0,,,Ni,,,0.2,,12,,True,,20,,0,,,,C,,,,,,,0.95,,,,1,,,
20,C=C(C)CCN1C=C(C(F)(F)F)C=CC1=O,,O=C1C=CC(C(F)(F)F)=C2N1CC[C@@H](C)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,0.2,10,,100,,,,,,,,,0.012,R,,0.08,,,0.51,0.4,0,,,Ni,,,0.2,,24,,True,,21,,0,,,,C,,,,,,,0.94,,,,1,,,
21,C=C(C)CCN1C=CC2=C(C=CC=C2)C1=O,,O=C1C(C=CC=C2)=C2C=C3N1CC[C@@H](C)C3,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,60,,,,,,,,,0.012,R,,0.08,,,0.99,0.4,0,,,Ni,,,0.2,,12,,True,,22,,0,,,,C,,,,,,,0.95,,,,1,,,
22,C=C(C1=CC=CC=C1)CCN2C=CC3=C(C=CC=C3)C2=O,,O=C1C(C=CC=C2)=C2C=C3N1CC[C@@H](C4=CC=CC=C4)C3,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,80,,,,,,,,,0.012,R,,0.08,,,0.98,0.4,0,,,Ni,,,0.2,,12,,True,,23,,0,,,,C,,,,,,,0.93,,,,1,,,
23,C=C(C1=CC=CC=C1)CCN2C=CC=CC2=O,,O=C1C=CC=C2N1CC[C@@H](C3=CC=CC=C3)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,60,,,,,,,,,0.012,R,,0.08,,,0.99,0.4,0,,,Ni,,,0.2,,12,,True,,24,,0,,,,C,,,,,,,0.96,,,,1,,,
24,C=C(C1=CC=C(OC)C=C1)CCN2C=CC=CC2=O,,O=C1C=CC=C2N1CC[C@@H](C3=CC=C(OC)C=C3)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,80,,,,,,,,,0.012,R,,0.08,,,0.93,0.4,0,,,Ni,,,0.2,,12,,True,,25,,0,,,,C,,,,,,,0.94,,,,1,,,
25,C=C(C1=CC=C(C(F)(F)F)C=C1)CCN2C=CC=CC2=O,,O=C1C=CC=C2N1CC[C@@H](C3=CC=C(C(F)(F)F)C=C3)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,80,,,,,,,,,0.012,R,,0.16,,,0.6,0.4,0,,,Ni,,,0.2,,12,,True,,26,,0,,,,C,,,,,,,0.97,,,,1,,,
26,C=C(C1=CC=C(C(OCC)=O)C=C1)CCN2C=CC=CC2=O,,O=C1C=CC=C2N1CC[C@@H](C3=CC=C(C(OCC)=O)C=C3)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,80,,,,,,,,,0.012,R,,0.08,,,0.53,0.4,0,,,Ni,,,0.2,,12,,True,,27,,0,,,,C,,,,,,,0.97,,,,1,,,
27,C=C(C1=CSC=C1)CCN2C=CC=CC2=O,,O=C1C=CC=C2N1CC[C@@H](C3=CSC=C3)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,80,,,,,,,,,0.012,R,,0.16,,,0.78,0.4,0,,,Ni,,,0.2,,12,,True,,28,,0,,,,C,,,,,,,0.95,,,,1,,,
28,C=C(C1=CC=C(OCO2)C2=C1)CCN3C=CC=CC3=O,,O=C1C=CC=C2N1CC[C@@H](C3=CC=C(OCO4)C4=C3)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,80,,,,,,,,,0.012,R,,0.08,,,0.9,0.4,0,,,Ni,,,0.2,,12,,True,,29,,0,,,,C,,,,,,,0.92,,,,1,,,
29,C=C(C1=CC=CC=C1)CCN2C=CC=C(C)C2=O,,O=C1C(C)=CC=C2N1CC[C@@H](C3=CC=CC=C3)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,60,,,,,,,,,0.012,R,,0.08,,,0.98,0.4,0,,,Ni,,,0.2,,12,,True,,30,,0,,,,C,,,,,,,0.98,,,,1,,,
30,C=C(C1=CCCCC1)CCN2C=CC=CC2=O,,O=C1C=CC=C2N1CC[C@@H](C3=CCCCC3)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,80,,,,,,,,,0.012,R,,0.08,,,0.99,0.4,0,,,Ni,,,0.2,,12,,True,,31,,0,,,,C,,,,,,,0.97,,,,1,,,
31,O=C1C=CC=CN1CCCC(C2=CC=CC=C2)=C,,O=C1C=CC=C2N1CCC[C@@H](C3=CC=CC=C3)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,40,,,,,,,,,0.012,R,,0.16,,,0.85,0.4,0,,,Ni,,,0.2,,48,,True,,32,,0,,,,C,,,,,,,0.81,,,,1,,,
32,O=C1C=CC=CN1CCC(C)=C,,O=C1C=CC=C2N1CC[C@@H](C)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,80,,,,,,,,,0.48,R,,3.2,,,0.95,16.0,0,,,Ni,,,8.0,,48,,True,,33,,0,,,,C,,,,,,,0.93,,,,1,,,
