,Reactant SMILES,Reactant SMILES_2,Product SMILES,Product SMILES_2,Catalyst SMILES,Ligand SMILES,Solvent SMILES,Solvent SMILES_2,Additive SMILES,Additive SMILES_2,Additive SMILES_s2,Ref.(DOI),LED step 2,Number of Coordination Atoms 1,pdf name (don't include '.pdf'),L/M 1,S/C 1,Reaction Temperature/C step 2,Reaction Temperature/C,Ligand Name 2,Yield 3,dr 3,Central Metal of Catalyst 2,dr 1,Ligand 2 Type,Product Name 3,Additive 2 step 2,Ammount of additive 1,Product 1 R or S,ee 3,Ammount of additive 2,(Pre)Catalyst Name 2,"Molecular Sieve(3A, 4A, 5A)",Yield 1,Solvent 1 ammount(mL),Charge of Ligand 1,Charge of Ligand 2,Ammount of additive 1 step 2,Central Metal of Catalyst 1,Ligand 1 Type,Pre catalyst 2(True or False),Ammount of reactant 1(mmol),Ammount of Molecular Sieve(mg),Reaction Time/h,LED,Pre catalyst 1(True or False),dr 2,Reaction ID,Yield 2,Valence of Central Metal 1,"Other information(use ""-"" to split, eg. 'property1-property2')",Product 2 R or S,Solvent 2 ammount(mL),Type of Coordination Atoms 1,L/M 2,Pressure/atm,Number of Coordination Atoms 2,Valence of Central Metal 2,Type of Coordination Atoms 2,Reaction Time/h step 2,ee 1,S/C 2,Ammount of additive 2 step 2,ee 2,Reaction Type,Product 3 R or S,Solvent Ratio,Ammount of reactant 2(mmol),exo/endo,Type of Coordination Atoms,Number of Coordination Atoms
107,[H]C(CCC1=CC=CC=C1)=O,C[N+]([O-])=O,[H]C(C[C@H](C[N+]([O-])=O)C1=CC=CC=C1)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,,[H][N+]([H])([H])[H].CC([O-])=O,10.1002_adsc.201300919,,,10.1002_adsc.201300919,,5,25.0,25,,,,,,,,,0.4,S,,,,,0.36,1.6,,,0.96,,,,0.4,,6.0,,False,,7.0,,0.0,,,0.8,,,,,,,48.0,0.92,,,,1.0,,,4.0,,,
108,[H]C(CCC1=CC=CC=C1)=O,C[N+]([O-])=O,[H]C(C[C@H](C[N+]([O-])=O)C1=CC=CC=C1)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,,CC([O-])=O.[Li+],10.1002_adsc.201300919,,,10.1002_adsc.201300919,,5,25.0,25,,,,,,,,,0.4,S,,,,,0.53,1.6,,,0.96,,,,0.4,,6.0,,False,,8.0,,0.0,,,0.8,,,,,,,24.0,0.94,,,,1.0,,,4.0,,,
109,[H]C(CCC1=CC=CC=C1)=O,C[N+]([O-])=O,[H]C(C[C@H](C[N+]([O-])=O)C1=CC=CC=C1)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,,CC([O-])=O.[Na+],10.1002_adsc.201300919,,,10.1002_adsc.201300919,,5,25.0,25,,,,,,,,,0.4,S,,,,,0.76,1.6,,,0.96,,,,0.4,,6.0,,False,,9.0,,0.0,,,0.8,,,,,,,24.0,0.92,,,,1.0,,,4.0,,,
110,[H]C(CCC1=CC=CC=C1)=O,C[N+]([O-])=O,[H]C(C[C@H](C[N+]([O-])=O)C1=CC=CC=C1)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,O=[Mn]=O,CC([O-])=O.[Na+],10.1002_adsc.201300919,,,10.1002_adsc.201300919,,5,25.0,25,,,,,,,,,0.04,S,,0.8,,,0.73,1.6,,,0.096,,,,0.4,,6.0,,False,,10.0,,0.0,,,0.8,,,,,,,24.0,0.95,,,,1.0,,,4.0,,,
111,[H]C(CCC1=CC=CC=C1)=O,C[N+]([O-])=O,[H]C(C[C@H](C[N+]([O-])=O)C1=CC=CC=C1)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,O=[Mn]=O,CC([O-])=O.[Na+],10.1002_adsc.201300919,,,10.1002_adsc.201300919,,10,25.0,25,,,,,,,,,0.04,S,,0.8,,,0.72,1.6,,,0.04,,,,0.4,,6.0,,False,,11.0,,0.0,,,0.8,,,,,,,24.0,0.96,,,,1.0,,,4.0,,,
112,[H]C(CCC1=CC=CC=C1)=O,C[N+]([O-])=O,[H]C(C[C@H](C[N+]([O-])=O)C1=CC=CC=C1)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,O=[Mn]=O,CC([O-])=O.[Na+],10.1002_adsc.201300919,,,10.1002_adsc.201300919,,10,25.0,25,,,,,,,,,0.04,S,,0.8,,,0.56,1.6,,,0.02,,,,0.4,,6.0,,False,,12.0,,0.0,,,0.8,,,,,,,24.0,0.95,,,,1.0,,,4.0,,,
113,[H]C(CCC1=CC=CC=C1)=O,C[N+]([O-])=O,[H]C(C[C@H](C[N+]([O-])=O)C1=CC=CC=C1)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,,CC([O-])=O.[Na+],10.1002_adsc.201300919,,,10.1002_adsc.201300919,,10,25.0,25,,,,,,,,,0.4,S,,,,,0.75,1.6,,,0.96,,,,0.4,,6.0,,False,,13.0,,0.0,,,0.8,,,,,,,12.0,0.92,,,,1.0,,,4.0,,,
114,[H]C(CCC1=CC=C(OC)C=C1)=O,C[N+]([O-])=O,[H]C(C[C@H](C[N+]([O-])=O)C1=CC=C(OC)C=C1)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,,CC([O-])=O.[Na+],10.1002_adsc.201300919,,,10.1002_adsc.201300919,,10,25.0,25,,,,,,,,,0.4,S,,,,,0.77,1.6,,,0.96,,,,0.4,,6.0,,False,,14.0,,0.0,,,0.8,,,,,,,12.0,0.95,,,,1.0,,,4.0,,,
115,[H]C(CCC1=CC=C(Br)C=C1)=O,C[N+]([O-])=O,[H]C(C[C@H](C[N+]([O-])=O)C1=CC=C(Br)C=C1)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,,CC([O-])=O.[Na+],10.1002_adsc.201300919,,,10.1002_adsc.201300919,,10,25.0,25,,,,,,,,,0.4,S,,,,,0.66,1.6,,,0.96,,,,0.4,,6.0,,False,,15.0,,0.0,,,0.8,,,,,,,12.0,0.95,,,,1.0,,,4.0,,,
116,[H]C(CCC1=CC=C([N+]([O-])=O)C=C1)=O,C[N+]([O-])=O,[H]C(C[C@H](C[N+]([O-])=O)C1=CC=C([N+]([O-])=O)C=C1)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,,CC([O-])=O.[Na+],10.1002_adsc.201300919,,,10.1002_adsc.201300919,,10,25.0,25,,,,,,,,,0.4,S,,,,,0.65,1.6,,,0.96,,,,0.4,,6.0,,False,,16.0,,0.0,,,0.8,,,,,,,12.0,0.94,,,,1.0,,,4.0,,,
117,[H]C(CCC1=CC=CO1)=O,C[N+]([O-])=O,[H]C(C[C@@H](C1=CC=CO1)C[N+]([O-])=O)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,,CC([O-])=O.[Na+],10.1002_adsc.201300919,,,10.1002_adsc.201300919,,10,25.0,25,,,,,,,,,0.4,R,,,,,0.62,1.6,,,0.96,,,,0.4,,6.0,,False,,17.0,,0.0,,,0.8,,,,,,,20.0,0.94,,,,1.0,,,4.0,,,
118,[H]C(CCC1=CN(CC2=CC=CC=C2)C3=C1C=CC=C3)=O,C[N+]([O-])=O,[H]C(C[C@H](C[N+]([O-])=O)C1=CN(CC2=CC=CC=C2)C3=C1C=CC=C3)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,,CC([O-])=O.[Na+],10.1002_adsc.201300919,,,10.1002_adsc.201300919,,10,25.0,25,,,,,,,,,0.4,S,,,,,0.7,1.6,,,0.96,,,,0.4,,6.0,,False,,18.0,,0.0,,,0.8,,,,,,,12.0,0.92,,,,1.0,,,4.0,,,
119,[H]C(CC/C=C/C1=CC=CC=C1)=O,C[N+]([O-])=O,[H]C(C[C@H](C[N+]([O-])=O)/C=C/C1=CC=CC=C1)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,,CC([O-])=O.[Na+],10.1002_adsc.201300919,,,10.1002_adsc.201300919,,10,25.0,25,,,,,,,,,0.4,S,,,,,0.78,1.6,,,0.96,,,,0.4,,6.0,,False,,19.0,,0.0,,,0.8,,,,,,,4.0,0.91,,,,1.0,,,4.0,,,
120,[H]C(CC/C=C/C1=CC=C(OC)C=C1)=O,C[N+]([O-])=O,[H]C(C[C@H](C[N+]([O-])=O)/C=C/C1=CC=C(OC)C=C1)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,,CC([O-])=O.[Na+],10.1002_adsc.201300919,,,10.1002_adsc.201300919,,10,25.0,25,,,,,,,,,0.4,S,,,,,0.8,1.6,,,0.96,,,,0.4,,6.0,,False,,20.0,,0.0,,,0.8,,,,,,,3.0,0.92,,,,1.0,,,4.0,,,
121,[H]C(CC/C=C/C1=CC=C(Br)C=C1)=O,C[N+]([O-])=O,[H]C(C[C@H](C[N+]([O-])=O)/C=C/C1=CC=C(Br)C=C1)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,,CC([O-])=O.[Na+],10.1002_adsc.201300919,,,10.1002_adsc.201300919,,10,25.0,25,,,,,,,,,0.4,S,,,,,0.71,1.6,,,0.96,,,,0.4,,6.0,,False,,21.0,,0.0,,,0.8,,,,,,,4.0,0.9,,,,1.0,,,4.0,,,
122,[H]C(CC/C=C/C1=CC=CO1)=O,C[N+]([O-])=O,[H]C(C[C@H](C[N+]([O-])=O)/C=C/C1=CC=CO1)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,,CC([O-])=O.[Na+],10.1002_adsc.201300919,,,10.1002_adsc.201300919,,10,25.0,25,,,,,,,,,0.4,S,,,,,0.64,1.6,,,0.96,,,,0.4,,6.0,,False,,22.0,,0.0,,,0.8,,,,,,,8.0,0.85,,,,1.0,,,4.0,,,
123,[H]C(CCC1=CC=CC=C1)=O,C[N+]([O-])=O,[H]C(C[C@H](C[N+]([O-])=O)C1=CC=CC=C1)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,O=[Mn]=O,CC([O-])=O.[Na+],10.1002_adsc.201300919,,,10.1002_adsc.201300919,,20,25.0,25,,,,,,,,,0.04,S,,0.8,,,0.72,1.6,,,0.04,,,,0.4,,6.0,,False,,23.0,,0.0,,,0.8,,,,,,,12.0,0.96,,,,1.0,,,4.0,,,
124,[H]C(CCC1=CC=C(OC)C=C1)=O,C[N+]([O-])=O,[H]C(C[C@H](C[N+]([O-])=O)C1=CC=C(OC)C=C1)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,O=[Mn]=O,CC([O-])=O.[Na+],10.1002_adsc.201300919,,,10.1002_adsc.201300919,,20,25.0,25,,,,,,,,,0.04,S,,0.8,,,0.76,1.6,,,0.04,,,,0.4,,6.0,,False,,24.0,,0.0,,,0.8,,,,,,,12.0,0.96,,,,1.0,,,4.0,,,
125,[H]C(CCC1=CC=C(Br)C=C1)=O,C[N+]([O-])=O,[H]C(C[C@H](C[N+]([O-])=O)C1=CC=C(Br)C=C1)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,O=[Mn]=O,CC([O-])=O.[Na+],10.1002_adsc.201300919,,,10.1002_adsc.201300919,,20,25.0,25,,,,,,,,,0.04,S,,0.8,,,0.63,1.6,,,0.04,,,,0.4,,6.0,,False,,25.0,,0.0,,,0.8,,,,,,,12.0,0.95,,,,1.0,,,4.0,,,
126,[H]C(CCC1=CC=C([N+]([O-])=O)C=C1)=O,C[N+]([O-])=O,[H]C(C[C@H](C[N+]([O-])=O)C1=CC=C([N+]([O-])=O)C=C1)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,O=[Mn]=O,CC([O-])=O.[Na+],10.1002_adsc.201300919,,,10.1002_adsc.201300919,,20,25.0,25,,,,,,,,,0.04,S,,0.8,,,0.62,1.6,,,0.04,,,,0.4,,6.0,,False,,26.0,,0.0,,,0.8,,,,,,,12.0,0.95,,,,1.0,,,4.0,,,
127,[H]C(CCC1=CC=CO1)=O,C[N+]([O-])=O,[H]C(C[C@@H](C1=CC=CO1)C[N+]([O-])=O)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,O=[Mn]=O,CC([O-])=O.[Na+],10.1002_adsc.201300919,,,10.1002_adsc.201300919,,20,25.0,25,,,,,,,,,0.04,R,,0.8,,,0.6,1.6,,,0.04,,,,0.4,,6.0,,False,,27.0,,0.0,,,0.8,,,,,,,20.0,0.81,,,,1.0,,,4.0,,,
128,[H]C(CCC1=CN(CC2=CC=CC=C2)C3=C1C=CC=C3)=O,C[N+]([O-])=O,[H]C(C[C@H](C[N+]([O-])=O)C1=CN(CC2=CC=CC=C2)C3=C1C=CC=C3)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,O=[Mn]=O,CC([O-])=O.[Na+],10.1002_adsc.201300919,,,10.1002_adsc.201300919,,20,25.0,25,,,,,,,,,0.04,S,,0.8,,,0.62,1.6,,,0.04,,,,0.4,,6.0,,False,,28.0,,0.0,,,0.8,,,,,,,12.0,0.94,,,,1.0,,,4.0,,,
129,[H]C(CC/C=C/C1=CC=CC=C1)=O,C[N+]([O-])=O,[H]C(C[C@H](C[N+]([O-])=O)/C=C/C1=CC=CC=C1)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,O=[Mn]=O,CC([O-])=O.[Na+],10.1002_adsc.201300919,,,10.1002_adsc.201300919,,20,25.0,25,,,,,,,,,0.04,S,,0.8,,,0.71,1.6,,,0.04,,,,0.4,,6.0,,False,,29.0,,0.0,,,0.8,,,,,,,4.0,0.9,,,,1.0,,,4.0,,,
130,[H]C(CC/C=C/C1=CC=C(OC)C=C1)=O,C[N+]([O-])=O,[H]C(C[C@H](C[N+]([O-])=O)/C=C/C1=CC=C(OC)C=C1)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,O=[Mn]=O,CC([O-])=O.[Na+],10.1002_adsc.201300919,,,10.1002_adsc.201300919,,20,25.0,25,,,,,,,,,0.04,S,,0.8,,,0.74,1.6,,,0.04,,,,0.4,,6.0,,False,,30.0,,0.0,,,0.8,,,,,,,3.0,0.91,,,,1.0,,,4.0,,,
131,[H]C(CC/C=C/C1=CC=C(Br)C=C1)=O,C[N+]([O-])=O,[H]C(C[C@H](C[N+]([O-])=O)/C=C/C1=CC=C(Br)C=C1)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,O=[Mn]=O,CC([O-])=O.[Na+],10.1002_adsc.201300919,,,10.1002_adsc.201300919,,20,25.0,25,,,,,,,,,0.04,S,,0.8,,,0.73,1.6,,,0.04,,,,0.4,,6.0,,False,,31.0,,0.0,,,0.8,,,,,,,4.0,0.9,,,,1.0,,,4.0,,,
132,[H]C(CC/C=C/C1=CC=CO1)=O,C[N+]([O-])=O,[H]C(C[C@H](C[N+]([O-])=O)/C=C/C1=CC=CO1)=O,,C[Si](OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3NCCC3)(C)C,,C1CCOC1,CO,O=C(C(C#N)=C(C#N)C1=O)C(Cl)=C1Cl,O=[Mn]=O,CC([O-])=O.[Na+],10.1002_adsc.201300919,,,10.1002_adsc.201300919,,20,25.0,25,,,,,,,,,0.04,S,,0.8,,,0.62,1.6,,,0.04,,,,0.4,,6.0,,False,,32.0,,0.0,,,0.8,,,,,,,8.0,0.87,,,,1.0,,,4.0,,,
133,O=C(C1=CC=CC=C1)C2=CN(CCC=C)C3=CC=CC=C32,,CC(CCN1C2=CC=CC=C32)C1=C3C(C4=CC=CC=C4)=O,,F[B-](F)(F)F.C1C/C=C\CC/C=C\1.C2C/C=C\CC/C=C\2.[Ir+],C12=C(C=CC=C2)C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=[C@]1[C@]5=C(P(C6=CC=CC=C6)C7=CC=CC=C7)C=CC8=C5C=CC=C8,ClC1=CC=CC=C1,,,,,10.1002_adsc.201401163,,2.0,10.1002_adsc.201401163,1.0,10,,135,,,,,,,,,,,,,,,0.88,,0.0,,,Ir,,,0.1,,16.0,,True,,1.0,,1.0,,,,"P,P",,,,,,,0.58,,,,4.0,,,,,,
134,O=C(C1=CC=CC=C1)C2=CN(CCC=C)C3=CC=CC=C32,,CC(CCN1C2=CC=CC=C32)C1=C3C(C4=CC=CC=C4)=O,,F[B-](F)(F)F.C1C/C=C\CC/C=C\1.C2C/C=C\CC/C=C\2.[Rh+],C12=C(C=CC=C2)C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=[C@]1[C@]5=C(P(C6=CC=CC=C6)C7=CC=CC=C7)C=CC8=C5C=CC=C8,ClC1=CC=CC=C1,,,,,10.1002_adsc.201401163,,2.0,10.1002_adsc.201401163,1.0,10,,135,,,,,,,,,,,,,,,,,0.0,,,Rh,,,0.1,,16.0,,True,,2.0,,1.0,,,,"P,P",,,,,,,,,,,4.0,,,,,,
135,O=C(C1=CC=CC=C1)C2=CN(CCC=C)C3=CC=CC=C32,,CC(CCN1C2=CC=CC=C32)C1=C3C(C4=CC=CC=C4)=O,,FC(C1=CC(C(F)(F)F)=CC([B-](C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=C1)(F)F.C5C/C=C\CC/C=C\5.C6C/C=C\CC/C=C\6.[Ir+],C12=C(C=CC=C2)C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=[C@]1[C@]5=C(P(C6=CC=CC=C6)C7=CC=CC=C7)C=CC8=C5C=CC=C8,ClC1=CC=CC=C1,,,,,10.1002_adsc.201401163,,2.0,10.1002_adsc.201401163,1.0,10,,135,,,,,,,,,,,,,,,0.89,,0.0,,,Ir,,,0.1,,16.0,,True,,3.0,,1.0,,,,"P,P",,,,,,,0.7,,,,4.0,,,,,,
136,O=C(C1=CC=CC=C1)C2=CN(CCC=C)C3=CC=CC=C32,,CC(CCN1C2=CC=CC=C32)C1=C3C(C4=CC=CC=C4)=O,,O=S(C(F)(F)F)([O-])=O.C1C/C=C\CC/C=C\1.C2C/C=C\CC/C=C\2.[Ir+],C12=C(C=CC=C2)C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=[C@]1[C@]5=C(P(C6=CC=CC=C6)C7=CC=CC=C7)C=CC8=C5C=CC=C8,ClC1=CC=CC=C1,,,,,10.1002_adsc.201401163,,2.0,10.1002_adsc.201401163,1.0,10,,135,,,,,,,,,,,,,,,0.89,,0.0,,,Ir,,,0.1,,3.0,,True,,4.0,,1.0,,,,"P,P",,,,,,,0.79,,,,4.0,,,,,,
137,O=C(C1=CC=CC=C1)C2=CN(CCC=C)C3=CC=CC=C32,,CC(CCN1C2=CC=CC=C32)C1=C3C(C4=CC=CC=C4)=O,,O=S(C(F)(F)F)([O-])=O.C1C/C=C\CC/C=C\1.C2C/C=C\CC/C=C\2.[Ir+],C12=C(C=CC=C2)C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=[C@]1[C@]5=C(P(C6=CC=CC=C6)C7=CC=CC=C7)C=CC8=C5C=CC=C8,CC1=CC=C(C)C=C1.CC2=CC=CC=C2C.CC3=CC=CC(C)=C3,,,,,10.1002_adsc.201401163,,2.0,10.1002_adsc.201401163,1.0,10,,135,,,,,,,,,,,,,,,0.73,,0.0,,,Ir,,,0.1,,4.0,,True,,5.0,,1.0,,,,"P,P",,,,,,,0.91,,,,4.0,,,,,,
138,O=C(C1=CC=CC=C1)C2=CN(CCC=C)C3=CC=CC=C32,,CC(CCN1C2=CC=CC=C32)C1=C3C(C4=CC=CC=C4)=O,,O=S(C(F)(F)F)([O-])=O.C1C/C=C\CC/C=C\1.C2C/C=C\CC/C=C\2.[Ir+],CC1=CC=C(P(C(C=C2)=CC=C2C)C(C=CC3=C4C=CC=C3)=[C@]4[C@@]5=C(C=CC=C6)C6=CC=C5P(C(C=C7)=CC=C7C)C(C=C8)=CC=C8C)C=C1,CC1=CC=C(C)C=C1.CC2=CC=CC=C2C.CC3=CC=CC(C)=C3,,,,,10.1002_adsc.201401163,,2.0,10.1002_adsc.201401163,1.0,10,,135,,,,,,,,,,,,,,,0.59,,0.0,,,Ir,,,0.1,,4.0,,True,,6.0,,1.0,,,,"P,P",,,,,,,0.95,,,,4.0,,,,,,
139,O=C(C1=CC=CC=C1)C2=CN(CCC=C)C3=CC=CC=C32,,CC(CCN1C2=CC=CC=C32)C1=C3C(C4=CC=CC=C4)=O,,O=S(C(F)(F)F)([O-])=O.C1C/C=C\CC/C=C\1.C2C/C=C\CC/C=C\2.[Ir+],CC1=CC(C)=CC(P(C2=CC(C)=CC(C)=C2)C(C=CC3=C4C=CC=C3)=[C@]4[C@@]5=C(C=CC=C6)C6=CC=C5P(C7=CC(C)=CC(C)=C7)C8=CC(C)=CC(C)=C8)=C1,CC1=CC=C(C)C=C1.CC2=CC=CC=C2C.CC3=CC=CC(C)=C3,,,,,10.1002_adsc.201401163,,2.0,10.1002_adsc.201401163,1.0,10,,135,,,,,,,,,,,,,,,0.57,,0.0,,,Ir,,,0.1,,4.0,,True,,7.0,,1.0,,,,"P,P",,,,,,,0.91,,,,4.0,,,,,,
140,O=C(C1=CC=CC=C1)C2=CN(CCC=C)C3=CC=CC=C32,,CC(CCN1C2=CC=CC=C32)C1=C3C(C4=CC=CC=C4)=O,,O=S(C(F)(F)F)([O-])=O.C1C/C=C\CC/C=C\1.C2C/C=C\CC/C=C\2.[Ir+],[C@@]1([C@]2=C(CCCC3)C3=CC=C2P(C4=CC=CC=C4)C5=CC=CC=C5)=C(P(C6=CC=CC=C6)C7=CC=CC=C7)C=CC8=C1CCCC8,CC1=CC=C(C)C=C1.CC2=CC=CC=C2C.CC3=CC=CC(C)=C3,,,,,10.1002_adsc.201401163,,2.0,10.1002_adsc.201401163,1.0,10,,135,,,,,,,,,,,,,,,0.68,,0.0,,,Ir,,,0.1,,4.0,,True,,8.0,,1.0,,,,"P,P",,,,,,,0.94,,,,4.0,,,,,,
141,O=C(C1=CC=CC=C1)C2=CN(CCC=C)C3=CC=CC=C32,,CC(CCN1C2=CC=CC=C32)C1=C3C(C4=CC=CC=C4)=O,,O=S(C(F)(F)F)([O-])=O.C1C/C=C\CC/C=C\1.C2C/C=C\CC/C=C\2.[Ir+],COC1=CC=CC(P(C2=CC=CC=C2)C3=CC=CC=C3)=[C@]1[C@]4=C(OC)C=CC=C4P(C5=CC=CC=C5)C6=CC=CC=C6,CC1=CC=C(C)C=C1.CC2=CC=CC=C2C.CC3=CC=CC(C)=C3,,,,,10.1002_adsc.201401163,,2.0,10.1002_adsc.201401163,1.0,10,,135,,,,,,,,,,,,,,,0.72,,0.0,,,Ir,,,0.1,,4.0,,True,,9.0,,1.0,,,,"P,P",,,,,,,0.93,,,,4.0,,,,,,
142,O=C(C1=CC=CC=C1)C2=CN(CCC=C)C3=CC=CC=C32,,CC(CCN1C2=CC=CC=C32)C1=C3C(C4=CC=CC=C4)=O,,O=S(C(F)(F)F)([O-])=O.C1C/C=C\CC/C=C\1.C2C/C=C\CC/C=C\2.[Ir+],[C@@]1([C@]2=C(OCO3)C3=CC=C2P(C4=CC=CC=C4)C5=CC=CC=C5)=C(P(C6=CC=CC=C6)C7=CC=CC=C7)C=CC8=C1OCO8,CC1=CC=C(C)C=C1.CC2=CC=CC=C2C.CC3=CC=CC(C)=C3,,,,,10.1002_adsc.201401163,,2.0,10.1002_adsc.201401163,1.0,10,,135,,,,,,,,,,,,,,,0.63,,0.0,,,Ir,,,0.1,,4.0,,True,,10.0,,1.0,,,,"P,P",,,,,,,0.96,,,,4.0,,,,,,
143,O=C(C1=CC=CC=C1)C2=CN(CCC=C)C3=CC=CC=C32,,CC(CCN1C2=CC=CC=C32)C1=C3C(C4=CC=CC=C4)=O,,O=S(C(F)(F)F)([O-])=O.C1C/C=C\CC/C=C\1.C2C/C=C\CC/C=C\2.[Ir+],[C@@]1([C@]2=C(OCO3)C3=CC=C2P(C4=CC=CC=C4)C5=CC=CC=C5)=C(P(C6=CC=CC=C6)C7=CC=CC=C7)C=CC8=C1OCO8,CC1=CC=C(C)C=C1.CC2=CC=CC=C2C.CC3=CC=CC(C)=C3,,,,,10.1002_adsc.201401163,,2.0,10.1002_adsc.201401163,1.0,10,,135,,,,,,,,,,,,,,,0.51,,0.0,,,Ir,,,0.1,,4.0,,True,,11.0,,1.0,,,,"P,P",,,,,,,0.97,,,,4.0,,,,,,
