Reaction ID,Reaction Type,Reactant Name 1,Ammount of reactant 1(mmol),Reactant Name 2,Ammount of reactant 2(mmol),Product Name 1,Product Name 2,Product Name 3,Product 1 R or S,Product 2 R or S,Product 3 R or S,Solvent 1,Solvent 2,Solvent Ratio,Solvent 1 ammount(mL),Solvent 2 ammount(mL),Additive 1,Ammount of additive 1,Additive 2,Ammount of additive 2,Additive 1 step 2,Ammount of additive 1 step 2,Additive 2 step 2,Ammount of additive 2 step 2,"Molecular Sieve(3A, 4A, 5A)",Ammount of Molecular Sieve(mg),Pre catalyst 1(True or False),(Pre)Catalyst Name 1,Ligand Name 1,Central Metal of Catalyst 1,Valence of Central Metal 1,Charge of Ligand 1,Ligand 1 Type,Number of Coordination Atoms 1,Type of Coordination Atoms 1,Pre catalyst 2(True or False),(Pre)Catalyst Name 2,Ligand Name 2,Central Metal of Catalyst 2,Valence of Central Metal 2,Charge of Ligand 2,Ligand 2 Type,Number of Coordination Atoms 2,Type of Coordination Atoms 2,Reaction Time/h,Reaction Temperature/C,LED,Reaction Time/h step 2,Reaction Temperature/C step 2,LED step 2,exo/endo,Yield 1,ee 1,Yield 2,ee 2,Yield 3,ee 3,dr 1,dr 2,dr 3,Pressure/atm,S/C 1,S/C 2,L/M 1,L/M 2,Ref.(DOI),pdf name (don't include '.pdf'),"Other information(use ""-"" to split, eg. 'property1-property2')"
62,3,2-hydroxybenzaldehyde,0.2,"bicyclo[2.2.1]hepta-2,5-diene",1.2,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],(S)-8,Rh,0,0,,1,P,,,,,,,,,,1,80,,,,,2:98,0.87,,,0.35,,,,,,,20,,2,,10.1002_adsc.200600583,10.1002_adsc.200600583,
63,3,2-hydroxybenzaldehyde,0.2,"bicyclo[2.2.1]hepta-2,5-diene",1.2,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(dpm)(cod)],(S)-8,Rh,0,0,,1,P,,,,,,,,,,1.5,80,,,,,2:98,0.99,,,0.47,,,,,,,20,,2,,10.1002_adsc.200600583,10.1002_adsc.200600583,
64,3,2-hydroxybenzaldehyde,0.2,"bicyclo[2.2.1]hepta-2,5-diene",1.2,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(dpm)(cod)],(S)-8,Rh,0,0,,1,P,,,,,,,,,,67,25,,,,,2:98,0.56,,,0.48,,,,,,,20,,2,,10.1002_adsc.200600583,10.1002_adsc.200600583,
65,3,2-hydroxybenzaldehyde,0.2,"bicyclo[2.2.1]hepta-2,5-diene",1.2,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(dbm)(cod)],(S)-8,Rh,0,0,,1,P,,,,,,,,,,1.5,80,,,,,2:98,0.99,,,0.43,,,,,,,20,,2,,10.1002_adsc.200600583,10.1002_adsc.200600583,
66,3,2-hydroxybenzaldehyde,0.2,"bicyclo[2.2.1]hepta-2,5-diene",1.2,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(hfac)(cod)],(S)-8,Rh,0,0,,1,P,,,,,,,,,,22,25,,,,,7:93,0.54,,,0.29,,,,,,,20,,2,,10.1002_adsc.200600583,10.1002_adsc.200600583,
67,3,2-hydroxybenzaldehyde,0.2,"bicyclo[2.2.1]hepta-2,5-diene",1.2,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],33a,Rh,0,0,,2,"P,P",,,,,,,,,,14,80,,,,,58:42,0.22,-0.03,,0.04,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
68,3,2-hydroxybenzaldehyde,0.2,"bicyclo[2.2.1]hepta-2,5-diene",1.2,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],33b,Rh,0,0,,2,"P,P",,,,,,,,,,14,80,,,,,60:40,0.23,,,0.04,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
69,3,2-hydroxybenzaldehyde,0.2,"bicyclo[2.2.1]hepta-2,5-diene",1.2,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],33c,Rh,0,0,,2,"P,P",,,,,,,,,,60,80,,,,,56:44,0.25,,,0.04,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
70,3,2-hydroxybenzaldehyde,0.2,"bicyclo[2.2.1]hepta-2,5-diene",1.2,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],33d,Rh,0,0,,2,"P,P",,,,,,,,,,60,80,,,,,59:41,0.29,,,0,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
71,3,2-hydroxybenzaldehyde,0.2,"bicyclo[2.2.1]hepta-2,5-diene",1.2,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],34,Rh,0,0,,2,"P,P",,,,,,,,,,116,80,,,,,66:34,0.93,,,0.08,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
72,3,2-hydroxybenzaldehyde,0.2,"bicyclo[2.2.1]hepta-2,5-diene",1.2,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],35a,Rh,0,0,,2,"P,P",,,,,,,,,,22,80,,,,,98:2,0.9,0.46,,,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
73,3,2-hydroxybenzaldehyde,0.2,"bicyclo[2.2.1]hepta-2,5-diene",1.2,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],35b,Rh,0,0,,2,"P,P",,,,,,,,,,21,80,,,,,94:6,0.77,0.52,,0.25,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
74,3,2-hydroxybenzaldehyde,0.2,"bicyclo[2.2.1]hepta-2,5-diene",1.2,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],35c,Rh,0,0,,2,"P,P",,,,,,,,,,21,80,,,,,72:28,0.26,0.33,,-0.03,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
75,3,2-hydroxybenzaldehyde,0.2,"bicyclo[2.2.1]hepta-2,5-diene",1.2,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],35c,Rh,0,0,,2,"P,P",,,,,,,,,,1,80,,,,,98:2,0.99,0.35,,,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
76,3,2-hydroxybenzaldehyde,0.2,"bicyclo[2.2.1]hepta-2,5-diene",1.2,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],35d,Rh,0,0,,2,"P,P",,,,,,,,,,66,25,,,,,88:12,0.25,0.32,,,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
77,3,2-hydroxybenzaldehyde,0.2,"bicyclo[2.2.1]hepta-2,5-diene",1.2,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],35e,Rh,0,0,,2,"P,P",,,,,,,,,,19,80,,,,,94:6,0.67,0.63,,0.22,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
78,3,2-hydroxybenzaldehyde,0.2,"bicyclo[2.2.1]hepta-2,5-diene",1.2,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],35f,Rh,0,0,,2,"P,P",,,,,,,,,,43,80,,,,,70:30,0.35,-0.2,,0.08,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
79,3,2-hydroxybenzaldehyde,0.2,"bicyclo[2.2.1]hepta-2,5-diene",1.2,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],35g,Rh,0,0,,2,"P,P",,,,,,,,,,43,80,,,,,87:13,0.7,0.43,,0.11,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
80,3,2-hydroxybenzaldehyde,0.2,"bicyclo[2.2.1]hepta-2,5-diene",1.2,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],36a,Rh,0,0,,2,"P,P",,,,,,,,,,43,80,,,,,87:13,0.33,-0.18,,0.09,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
81,3,2-hydroxybenzaldehyde,0.2,"bicyclo[2.2.1]hepta-2,5-diene",1.2,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],36b,Rh,0,0,,2,"P,P",,,,,,,,,,48,80,,,,,72:28,0.23,-0.24,,0.04,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
82,3,2-hydroxybenzaldehyde,0.2,"bicyclo[2.2.1]hepta-2,5-diene",1.2,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,K3PO4,0.04,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],37,Rh,0,0,,2,"P,P",,,,,,,,,,24,80,,,,,57:43,0.23,0,,0,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
83,3,2-hydroxybenzaldehyde,0.2,"bicyclo[2.2.1]hepta-2,5-diene",1.2,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],38a,Rh,0,0,,2,"P,P",,,,,,,,,,92,80,,,,,98:2,0.55,-0.27,,,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
84,3,2-hydroxybenzaldehyde,0.2,"bicyclo[2.2.1]hepta-2,5-diene",1.2,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],38b,Rh,0,0,,2,"P,P",,,,,,,,,,13,80,,,,,84:16,0.76,-0.62,,0.09,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
85,3,2-hydroxybenzaldehyde,0.2,"bicyclo[2.2.1]hepta-2,5-diene",1.2,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],38c,Rh,0,0,,2,"P,P",,,,,,,,,,18,80,,,,,98:2,0.99,-0.48,,,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
86,3,2-hydroxybenzaldehyde,0.2,"bicyclo[2.2.1]hepta-2,5-diene",1.2,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],39,Rh,0,0,,2,"P,P",,,,,,,,,,18,80,,,,,78:22,0.99,-0.46,,0.19,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
87,3,"3,5-dichloro-2-hydroxybenzaldehyde",0.3,"bicyclo[2.2.1]hepta-2,5-diene",1.8,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(3,5-dichloro-2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(3,5-dichloro-2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],35e,Rh,0,0,,2,"P,P",,,,,,,,,,5,80,,,,,59:41,0.78,0,,0,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
88,3,"3,5-dichloro-2-hydroxybenzaldehyde",0.3,"bicyclo[2.2.1]hepta-2,5-diene",1.8,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(3,5-dichloro-2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(3,5-dichloro-2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],38b,Rh,0,0,,2,"P,P",,,,,,,,,,0.7,80,,,,,59:41,0.92,0,,0,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
89,3,"3,5-dichloro-2-hydroxybenzaldehyde",0.3,"bicyclo[2.2.1]hepta-2,5-diene",1.8,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(3,5-dichloro-2-hydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(3,5-dichloro-2-hydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],35d,Rh,0,0,,2,"P,P",,,,,,,,,,0.5,80,,,,,96:4,0.94,0.8,,-0.09,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
90,3,2-hydroxy-5-nitrobenzaldehyde,0.3,"bicyclo[2.2.1]hepta-2,5-diene",1.8,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxy-5-nitrophenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxy-5-nitrophenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],38b,Rh,0,0,,2,"P,P",,,,,,,,,,1.5,80,,,,,50:50,0.62,-0.11,,0.07,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
91,3,2-hydroxy-5-nitrobenzaldehyde,0.3,"bicyclo[2.2.1]hepta-2,5-diene",1.8,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxy-5-nitrophenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxy-5-nitrophenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],35d,Rh,0,0,,2,"P,P",,,,,,,,,,0.5,80,,,,,99:1,0.95,0.82,,,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
92,3,"2,3-dihydroxybenzaldehyde",0.3,"bicyclo[2.2.1]hepta-2,5-diene",1.8,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2,3-dihydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2,3-dihydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],35e,Rh,0,0,,2,"P,P",,,,,,,,,,41,80,,,,,66:33,0.29,0.17,,,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
93,3,"2,3-dihydroxybenzaldehyde",0.3,"bicyclo[2.2.1]hepta-2,5-diene",1.8,"((1R,2S,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2,3-dihydroxyphenyl)methanone","((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2,3-dihydroxyphenyl)methanone",,S,R,,"1,2-Dichloroethane",,,2,,,,,,,,,,,,TRUE,[Rh(acac)(C2H4)2],35d,Rh,0,0,,2,"P,P",,,,,,,,,,1,80,,,,,99:1,0.99,0.55,,,,,,,,,20,,1.1,,10.1002_adsc.200600583,10.1002_adsc.200600583,
